sites	X9	X12	Mont	Name_fish	Data	Year_sampling	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9.1	X10	X11	X12.1	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33
P1079	9	92	92a	P1079	Fish_MAtlantica_PR	2004	50.00330317	49.24881329	49.47544392	49.57009017	48.31850362	48.35098931	47.83215507	47.3100479	48.08142646	49.97883659	50.92507229	50.69209571	53.63369098	53.73235579	53.60075651	53.53255184	52.10438994	53.84884012	55.52811446	55.02497983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1081	13	131	131a	P1081	Fish_MAtlantica_PR	2004	8.323280378	8.505289486	8.444098059	8.866699568	8.757789697	8.892612442	8.988202274	8.898784782	8.766411437	8.708594357	8.5079172	8.653743599	8.866479049	9.087023265	9.009416067	9.169093537	8.786363636	8.528359676	8.305200723	7.868576195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1083	13	132	132a	P1083	Fish_MAtlantica_PR	2004	8.323280378	8.505289486	8.444098059	8.866699568	8.757789697	8.892612442	8.988202274	8.898784782	8.766411437	8.708594357	8.5079172	8.653743599	8.866479049	9.087023265	9.009416067	9.169093537	8.786363636	8.528359676	8.305200723	7.868576195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1089	21	212	212a	P1089	Fish_MAtlantica_PR2	2008	95.01412953	94.93753352	94.81693906	94.98564814	95.0862685	95.35316453	95.81078645	95.75390239	95.90383817	96.13768177	96.35580085	96.63719343	96.79207813	96.79062456	96.84275752	96.57743316	96.61768783	96.70923493	96.74476924	96.73396961	96.68502017	96.49355071	96.33790098	96.32682744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1110	21	211	211b	P1110	Fish_MAtlantica_PR2	2008	95.01412953	94.93753352	94.81693906	94.98564814	95.0862685	95.35316453	95.81078645	95.75390239	95.90383817	96.13768177	96.35580085	96.63719343	96.79207813	96.79062456	96.84275752	96.57743316	96.61768783	96.70923493	96.74476924	96.73396961	96.68502017	96.49355071	96.33790098	96.32682744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1186	66	663	663b	P1186	Fish_MAtlantica_SP	2005	91.22955688	91.30197396	91.28210821	91.31645141	91.39819621	91.29509321	91.15302586	91.18632723	91.19160253	91.40855258	91.7319467	92.04934589	92.19852304	92.51431332	92.50826306	92.00713464	91.73496694	91.81827591	91.40236202	91.12027083	91.0543385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1187	66	663	663a	P1187	Fish_MAtlantica_SP	2005	91.22955688	91.30197396	91.28210821	91.31645141	91.39819621	91.29509321	91.15302586	91.18632723	91.19160253	91.40855258	91.7319467	92.04934589	92.19852304	92.51431332	92.50826306	92.00713464	91.73496694	91.81827591	91.40236202	91.12027083	91.0543385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1188	66	662	662b	P1188	Fish_MAtlantica_SP	2005	91.22955688	91.30197396	91.28210821	91.31645141	91.39819621	91.29509321	91.15302586	91.18632723	91.19160253	91.40855258	91.7319467	92.04934589	92.19852304	92.51431332	92.50826306	92.00713464	91.73496694	91.81827591	91.40236202	91.12027083	91.0543385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1190	66	662	662a	P1190	Fish_MAtlantica_SP	2005	91.22955688	91.30197396	91.28210821	91.31645141	91.39819621	91.29509321	91.15302586	91.18632723	91.19160253	91.40855258	91.7319467	92.04934589	92.19852304	92.51431332	92.50826306	92.00713464	91.73496694	91.81827591	91.40236202	91.12027083	91.0543385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1191	66	661	661a	P1191	Fish_MAtlantica_SP	2005	91.22955688	91.30197396	91.28210821	91.31645141	91.39819621	91.29509321	91.15302586	91.18632723	91.19160253	91.40855258	91.7319467	92.04934589	92.19852304	92.51431332	92.50826306	92.00713464	91.73496694	91.81827591	91.40236202	91.12027083	91.0543385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1192	67	673	673a	P1192	Fish_MAtlantica_SP	2005	84.66817873	84.83694671	84.74395191	84.72217998	84.65206026	84.46730404	84.24210841	84.18472049	84.60447142	84.8436157	84.87493392	85.60837464	85.8637439	85.9010008	86.44433033	86.69607077	86.45531223	85.99482762	85.41673006	84.90018197	84.24579518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1193	67	671	671	P1193	Fish_MAtlantica_SP	2005	84.66817873	84.83694671	84.74395191	84.72217998	84.65206026	84.46730404	84.24210841	84.18472049	84.60447142	84.8436157	84.87493392	85.60837464	85.8637439	85.9010008	86.44433033	86.69607077	86.45531223	85.99482762	85.41673006	84.90018197	84.24579518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1194	67	672	672b	P1194	Fish_MAtlantica_SP	2005	84.66817873	84.83694671	84.74395191	84.72217998	84.65206026	84.46730404	84.24210841	84.18472049	84.60447142	84.8436157	84.87493392	85.60837464	85.8637439	85.9010008	86.44433033	86.69607077	86.45531223	85.99482762	85.41673006	84.90018197	84.24579518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1199	67	672	672a	P1199	Fish_MAtlantica_SP	2005	84.66817873	84.83694671	84.74395191	84.72217998	84.65206026	84.46730404	84.24210841	84.18472049	84.60447142	84.8436157	84.87493392	85.60837464	85.8637439	85.9010008	86.44433033	86.69607077	86.45531223	85.99482762	85.41673006	84.90018197	84.24579518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1200	68	682	682b	P1200	Fish_MAtlantica_SP	2005	82.5739294	82.76287035	82.73501267	82.78680926	82.88412827	82.65927396	82.69240739	82.59871172	82.83126202	83.10495494	83.13499074	84.02201113	84.20065981	84.08376492	84.48321496	84.58625436	84.48907599	84.13027581	83.88190835	83.70999992	83.53151059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1201	68	682	682a	P1201	Fish_MAtlantica_SP	2005	82.5739294	82.76287035	82.73501267	82.78680926	82.88412827	82.65927396	82.69240739	82.59871172	82.83126202	83.10495494	83.13499074	84.02201113	84.20065981	84.08376492	84.48321496	84.58625436	84.48907599	84.13027581	83.88190835	83.70999992	83.53151059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1203	70	702	702a	P1203	Fish_MAtlantica_SP	2005	88.17948549	88.33859037	88.14928604	88.48582932	88.99436545	88.92551543	88.96674061	88.90267625	89.20409668	89.60536794	89.61798448	89.99236636	90.1431622	89.82982265	89.99967105	90.08188904	89.7542722	89.39554369	88.95322647	88.07898682	87.6869659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1204	70	701	701a	P1204	Fish_MAtlantica_SP	2005	88.17948549	88.33859037	88.14928604	88.48582932	88.99436545	88.92551543	88.96674061	88.90267625	89.20409668	89.60536794	89.61798448	89.99236636	90.1431622	89.82982265	89.99967105	90.08188904	89.7542722	89.39554369	88.95322647	88.07898682	87.6869659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1206	68	681	681a	P1206	Fish_MAtlantica_SP	2005	82.5739294	82.76287035	82.73501267	82.78680926	82.88412827	82.65927396	82.69240739	82.59871172	82.83126202	83.10495494	83.13499074	84.02201113	84.20065981	84.08376492	84.48321496	84.58625436	84.48907599	84.13027581	83.88190835	83.70999992	83.53151059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1210	69	694	694a	P1210	Fish_MAtlantica_SP	2005	92.04492407	92.13716135	92.07161558	91.94740798	91.952841	91.90430056	91.90423105	91.93133647	92.1083617	92.4084396	92.40620328	92.56449999	92.73550894	92.63169258	92.76642475	93.11400008	93.16650538	93.07017538	93.02375177	92.5834336	92.38702996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1211	69	691	691a	P1211	Fish_MAtlantica_SP	2005	92.04492407	92.13716135	92.07161558	91.94740798	91.952841	91.90430056	91.90423105	91.93133647	92.1083617	92.4084396	92.40620328	92.56449999	92.73550894	92.63169258	92.76642475	93.11400008	93.16650538	93.07017538	93.02375177	92.5834336	92.38702996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1218	69	693	693a	P1218	Fish_MAtlantica_SP	2005	92.04492407	92.13716135	92.07161558	91.94740798	91.952841	91.90430056	91.90423105	91.93133647	92.1083617	92.4084396	92.40620328	92.56449999	92.73550894	92.63169258	92.76642475	93.11400008	93.16650538	93.07017538	93.02375177	92.5834336	92.38702996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1219	69	692	692a	P1219	Fish_MAtlantica_SP	2005	92.04492407	92.13716135	92.07161558	91.94740798	91.952841	91.90430056	91.90423105	91.93133647	92.1083617	92.4084396	92.40620328	92.56449999	92.73550894	92.63169258	92.76642475	93.11400008	93.16650538	93.07017538	93.02375177	92.5834336	92.38702996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1221	73	732	732a	P1221	Fish_MAtlantica_SP	2005	90.0972692	90.27019625	89.93700677	90.09239118	90.08009682	89.91276542	89.675551	89.59835353	89.72748936	90.02854358	89.9447285	90.4313643	90.536774	90.47640283	90.79916799	91.05300542	90.75878894	90.56191514	90.43458596	90.02840927	89.66805415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1222	73	731	731a	P1222	Fish_MAtlantica_SP	2005	90.0972692	90.27019625	89.93700677	90.09239118	90.08009682	89.91276542	89.675551	89.59835353	89.72748936	90.02854358	89.9447285	90.4313643	90.536774	90.47640283	90.79916799	91.05300542	90.75878894	90.56191514	90.43458596	90.02840927	89.66805415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1228	71	711	711a	P1228	Fish_MAtlantica_SP	2005	89.63892586	89.82940151	89.7366711	89.80851251	90.06541997	90.23092582	90.3048473	90.35590175	90.59000782	90.75518704	90.69863442	89.99236636	90.77679462	90.64587255	90.86565098	90.94540701	90.59415578	90.46254928	90.33964749	89.81771589	89.6726399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1230	71	712	712a	P1230	Fish_MAtlantica_SP	2005	89.63892586	89.82940151	89.7366711	89.80851251	90.06541997	90.23092582	90.3048473	90.35590175	90.59000782	90.75518704	90.69863442	90.86753621	90.77679462	90.64587255	90.86565098	90.94540701	90.59415578	90.46254928	90.33964749	89.81771589	89.6726399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1233	71	712	712b	P1233	Fish_MAtlantica_SP	2005	89.63892586	89.82940151	89.7366711	89.80851251	90.06541997	90.23092582	90.3048473	90.35590175	90.59000782	90.75518704	90.69863442	90.86753621	90.77679462	90.64587255	90.86565098	90.94540701	90.59415578	90.46254928	90.33964749	89.81771589	89.6726399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1242	74	741	741a	P1242	Fish_MAtlantica_SP	2005	89.36047363	89.58364988	89.53695632	89.58466731	89.67397009	89.51535732	89.407697	89.37775785	89.54551887	89.91741521	89.942636	90.4343502	90.51189577	90.4334986	90.7025253	90.95064791	90.90747792	90.81060046	90.80501023	90.75915614	90.46592196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1243	74	742	742a	P1243	Fish_MAtlantica_SP	2005	89.36047363	89.58364988	89.53695632	89.58466731	89.67397009	89.51535732	89.407697	89.37775785	89.54551887	89.91741521	89.942636	90.4343502	90.51189577	90.4334986	90.7025253	90.95064791	90.90747792	90.81060046	90.80501023	90.75915614	90.46592196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1244	74	743	743a	P1244	Fish_MAtlantica_SP	2005	89.36047363	89.58364988	89.53695632	89.58466731	89.67397009	89.51535732	89.407697	89.37775785	89.54551887	89.91741521	89.942636	90.4343502	90.51189577	90.4334986	90.7025253	90.95064791	90.90747792	90.81060046	90.80501023	90.75915614	90.46592196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1249	75	753	753a	P1249	Fish_MAtlantica_SP	2005	87.70185126	87.83621413	87.98898122	88.22103678	88.29052279	88.16691775	88.20618851	88.18347089	88.11293409	88.34128624	88.47988815	88.80845524	89.06037037	89.22074965	89.21339304	88.83812121	88.73230503	88.61095978	88.52404429	88.58116204	88.58843824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1250	74	744	744a	P1250	Fish_MAtlantica_SP	2005	89.36047363	89.58364988	89.53695632	89.58466731	89.67397009	89.51535732	89.407697	89.37775785	89.54551887	89.91741521	89.942636	90.4343502	90.51189577	90.4334986	90.7025253	90.95064791	90.90747792	90.81060046	90.80501023	90.75915614	90.46592196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1251	75	751	751a	P1251	Fish_MAtlantica_SP	2005	87.70185126	87.83621413	87.98898122	88.22103678	88.29052279	88.16691775	88.20618851	88.18347089	88.11293409	88.34128624	88.47988815	88.80845524	89.06037037	89.22074965	89.21339304	88.83812121	88.73230503	88.61095978	88.52404429	88.58116204	88.58843824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1252	75	752	752b	P1252	Fish_MAtlantica_SP	2005	87.70185126	87.83621413	87.98898122	88.22103678	88.29052279	88.16691775	88.20618851	88.18347089	88.11293409	88.34128624	88.47988815	88.80845524	89.06037037	89.22074965	89.21339304	88.83812121	88.73230503	88.61095978	88.52404429	88.58116204	88.58843824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1256	75	752	752a	P1256	Fish_MAtlantica_SP	2005	87.70185126	87.83621413	87.98898122	88.22103678	88.29052279	88.16691775	88.20618851	88.18347089	88.11293409	88.34128624	88.47988815	88.80845524	89.06037037	89.22074965	89.21339304	88.83812121	88.73230503	88.61095978	88.52404429	88.58116204	88.58843824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1257	75	753	753b	P1257	Fish_MAtlantica_SP	2005	87.70185126	87.83621413	87.98898122	88.22103678	88.29052279	88.16691775	88.20618851	88.18347089	88.11293409	88.34128624	88.47988815	88.80845524	89.06037037	89.22074965	89.21339304	88.83812121	88.73230503	88.61095978	88.52404429	88.58116204	88.58843824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1258	75	754	754a	P1258	Fish_MAtlantica_SP	2005	87.70185126	87.83621413	87.98898122	88.22103678	88.29052279	88.16691775	88.20618851	88.18347089	88.11293409	88.34128624	88.47988815	88.80845524	89.06037037	89.22074965	89.21339304	88.83812121	88.73230503	88.61095978	88.52404429	88.58116204	88.58843824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1261	65	651	651a	P1261	Fish_MAtlantica_SP	2005	90.59562285	90.42776822	90.32361895	90.35783489	90.64905458	90.89092512	90.93500475	91.08909231	90.64441606	90.61310839	90.88080574	90.7585823	90.70210383	90.9361598	90.77192347	90.12728498	90.03305442	90.23388657	90.18011283	89.93288591	90.56071727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1262	65	651	651b	P1262	Fish_MAtlantica_SP	2005	90.59562285	90.42776822	90.32361895	90.35783489	90.64905458	90.89092512	90.93500475	91.08909231	90.64441606	90.61310839	90.88080574	90.7585823	90.70210383	90.9361598	90.77192347	90.12728498	90.03305442	90.23388657	90.18011283	89.93288591	90.56071727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1263	65	652	652a	P1263	Fish_MAtlantica_SP	2005	90.59562285	90.42776822	90.32361895	90.35783489	90.64905458	90.89092512	90.93500475	91.08909231	90.64441606	90.61310839	90.88080574	90.7585823	90.70210383	90.9361598	90.77192347	90.12728498	90.03305442	90.23388657	90.18011283	89.93288591	90.56071727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1264	63	632	632a	P1264	Fish_MAtlantica_SP	2005	90.34747033	90.34925955	90.3457149	90.26214761	90.27065964	90.35760694	90.40424101	90.30867914	89.97453056	89.91820569	90.21006204	90.40608802	90.17785191	90.63897463	90.6558494	90.18797114	90.30878399	90.36282358	90.3635342	90.27617774	90.86858937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1265	63	631	631a	P1265	Fish_MAtlantica_SP	2005	90.34747033	90.34925955	90.3457149	90.26214761	90.27065964	90.35760694	90.40424101	90.30867914	89.97453056	89.91820569	90.21006204	90.40608802	90.17785191	90.63897463	90.6558494	90.18797114	90.30878399	90.36282358	90.3635342	90.27617774	90.86858937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1271	63	633	633a	P1271	Fish_MAtlantica_SP	2005	90.34747033	90.34925955	90.3457149	90.26214761	90.27065964	90.35760694	90.40424101	90.30867914	89.97453056	89.91820569	90.21006204	90.40608802	90.17785191	90.63897463	90.6558494	90.18797114	90.30878399	90.36282358	90.3635342	90.27617774	90.86858937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1289	23	233	233a	P1289	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1292	23	233	233b	P1292	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1294	23	232	232a	P1294	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1295	23	233	233c	P1295	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1297	23	232	232c	P1297	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1298	23	232	232b	P1298	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1299	23	233	233d	P1299	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1303	22	222	222c	P1303	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1304	22	222	222b	P1304	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1307	22	222	222d	P1307	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1311	22	221	221b	P1311	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1312	22	221	221a	P1312	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1313	22	221	221d	P1313	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1314	22	221	221e	P1314	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1317	22	221	221c	P1317	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1319	22	221	221l	P1319	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1320	22	221	221h	P1320	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1321	22	221	221i	P1321	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1322	22	221	221f	P1322	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1323	22	221	221g	P1323	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1324	22	222	222a	P1324	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1325	22	221	221k	P1325	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1326	22	221	221j	P1326	Fish_MAtlantica_SP2	2005	74.3468606	74.8183016	74.39577314	73.94841173	73.52514209	73.00535196	72.29061877	72.45913572	72.45385057	72.43786572	72.72117443	72.59206877	72.81677059	73.07447063	72.91677874	72.54902581	72.69271353	72.18248256	71.40798757	70.69787747	70.5285736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1343	23	232	232g	P1343	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1346	23	231	231a	P1346	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1347	23	231	231b	P1347	Fish_MAtlantica_SP2	2005	79.37823237	80.17098676	80.06385099	80.30293829	80.0642396	80.12868114	80.04229423	80.73102944	81.0998848	80.88704695	81.34758406	81.1921552	81.23511078	81.76879046	81.80641629	81.30330032	80.94129285	79.09146899	77.41059556	76.70642135	76.4447285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
