sites	X9	X12	Mont	Name_fish	Data	Year_sampling	X0	X1	X2	X3	X4	X5	X6	X7	X8	X9.1	X10	X11	X12.1	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33
P0819	38	383	383d	P0819	Fish_Cerrado_MS3	2016	87.84545099	87.78523281	87.79051489	87.87075777	88.04466396	88.13173901	88.10421133	88.14923088	88.04797053	88.1360475	88.07330094	88.15099531	88.22205331	88.33237668	88.34830706	88.53082877	88.62360765	88.62321782	88.77263728	88.64330127	88.77657177	88.61450359	88.48511839	88.5073768	88.35221264	88.22225496	88.11611387	87.81506706	87.65018036	87.58347423	87.26159479	87.19593465	NA	NA
P0821	35	353	353a	P0821	Fish_Cerrado_MS3	2016	84.77387042	84.75286768	84.87975568	84.95838978	85.15289167	85.2760095	85.4334694	85.55518997	85.58366399	85.61546129	85.6828181	85.66227633	85.75700508	85.86816611	86.13466035	86.06707299	86.14412357	86.09081369	86.1895895	86.00686096	85.71752108	85.64798597	85.58896103	85.80983272	85.92918145	86.05631268	86.18459115	85.78167781	85.61241846	85.2904242	84.60972858	84.65227957	NA	NA
P0824	36	361	361a	P0824	Fish_Cerrado_MS3	2016	84.3006976	84.263223	84.3046411	84.2075077	84.34158365	84.43359005	84.37761821	84.57655584	84.59816868	84.74188965	85.17524308	85.24143025	85.34110912	85.42344666	85.4448556	85.53231693	85.52952491	85.32835695	85.30035455	85.28081859	85.11880317	84.92912556	84.74828023	84.48915753	84.11529734	84.14641464	84.15413061	83.89189757	83.79384521	83.40906661	83.07110388	83.12974208	NA	NA
P0825	41	417	417a	P0825	Fish_Cerrado_MS3	2016	92.34692954	92.20442217	92.22665679	92.35892242	92.56671113	92.9608826	93.30947105	93.35384311	93.43142914	93.50325187	93.5673213	93.66764595	93.70665563	93.9169041	94.0002317	94.05526833	94.10015397	94.21331103	94.11721241	94.05170806	94.09096495	93.87128179	93.86136696	93.9907634	93.97094431	94.06641951	94.10233694	94.0260328	94.04310149	93.71581823	93.38065597	93.21981716	NA	NA
P0830	43	432	432a	P0830	Fish_Cerrado_MS3	2016	90.46069514	90.43883386	90.40683724	90.88308597	91.0657689	91.26437901	91.3737188	91.36175965	91.41721593	91.48385947	91.34237651	91.33701324	91.3319696	91.35242372	91.32632514	91.27654949	91.27948696	91.2319873	91.02151585	90.92583286	90.84142887	90.69599185	90.71062534	90.59340884	90.55345371	90.38162225	90.31336662	89.8681026	89.0259174	87.83638653	87.2638142	87.18212462	NA	NA
P0832	40	402	402a	P0832	Fish_Cerrado_MS3	2016	88.70596504	89.29913522	89.43166872	89.49777591	89.89748378	89.84969862	89.81041732	90.11472467	90.09376648	90.51637502	90.65241283	90.59039132	90.67802987	90.72926878	90.73411808	90.15894924	89.96233967	89.6759644	89.64353327	90.05988339	90.33747709	90.75306072	90.63662396	90.6875241	90.73562283	90.83286801	90.31781162	90.36000676	90.03740714	89.82609305	89.24739124	89.38922488	NA	NA
P0835	38	383	383c	P0835	Fish_Cerrado_MS3	2016	87.84545099	87.78523281	87.79051489	87.87075777	88.04466396	88.13173901	88.10421133	88.14923088	88.04797053	88.1360475	88.07330094	88.15099531	88.22205331	88.33237668	88.34830706	88.53082877	88.62360765	88.62321782	88.77263728	88.64330127	88.77657177	88.61450359	88.48511839	88.5073768	88.35221264	88.22225496	88.11611387	87.81506706	87.65018036	87.58347423	87.26159479	87.19593465	NA	NA
P0836	38	383	383b	P0836	Fish_Cerrado_MS3	2016	87.84545099	87.78523281	87.79051489	87.87075777	88.04466396	88.13173901	88.10421133	88.14923088	88.04797053	88.1360475	88.07330094	88.15099531	88.22205331	88.33237668	88.34830706	88.53082877	88.62360765	88.62321782	88.77263728	88.64330127	88.77657177	88.61450359	88.48511839	88.5073768	88.35221264	88.22225496	88.11611387	87.81506706	87.65018036	87.58347423	87.26159479	87.19593465	NA	NA
P0837	38	383	383a	P0837	Fish_Cerrado_MS3	2016	87.84545099	87.78523281	87.79051489	87.87075777	88.04466396	88.13173901	88.10421133	88.14923088	88.04797053	88.1360475	88.07330094	88.15099531	88.22205331	88.33237668	88.34830706	88.53082877	88.62360765	88.62321782	88.77263728	88.64330127	88.77657177	88.61450359	88.48511839	88.5073768	88.35221264	88.22225496	88.11611387	87.81506706	87.65018036	87.58347423	87.26159479	87.19593465	NA	NA
P0844	38	383	383e	P0844	Fish_Cerrado_MS3	2016	87.84545099	87.78523281	87.79051489	87.87075777	88.04466396	88.13173901	88.10421133	88.14923088	88.04797053	88.1360475	88.07330094	88.15099531	88.22205331	88.33237668	88.34830706	88.53082877	88.62360765	88.62321782	88.77263728	88.64330127	88.77657177	88.61450359	88.48511839	88.5073768	88.35221264	88.22225496	88.11611387	87.81506706	87.65018036	87.58347423	87.26159479	87.19593465	NA	NA
P0849	42	421	421a	P0849	Fish_Cerrado_MS3	2016	87.80942046	87.88098006	87.92224038	87.93944209	87.72710539	87.81672447	87.94950902	87.90892239	87.9327865	87.97038294	88.01177208	88.11607058	88.34638753	88.46274743	88.49028047	88.61419818	88.58498609	88.23386246	88.07806534	88.11374963	88.02105544	87.91672679	88.0861916	87.0949119	85.87836411	85.38983628	85.01600527	83.05290662	80.5030566	78.72375257	76.69860252	76.89267739	NA	NA
P0872	38	382	382a	P0872	Fish_Cerrado_MS3	2016	87.84545099	87.78523281	87.79051489	87.87075777	88.04466396	88.13173901	88.10421133	88.14923088	88.04797053	88.1360475	88.07330094	88.15099531	88.22205331	88.33237668	88.34830706	88.53082877	88.62360765	88.62321782	88.77263728	88.64330127	88.77657177	88.61450359	88.48511839	88.5073768	88.35221264	88.22225496	88.11611387	87.81506706	87.65018036	87.58347423	87.26159479	87.19593465	NA	NA
P0889	41	413	413a	P0889	Fish_Cerrado_MS3	2016	92.34692954	92.20442217	92.22665679	92.35892242	92.56671113	92.9608826	93.30947105	93.35384311	93.43142914	93.50325187	93.5673213	93.66764595	93.70665563	93.9169041	94.0002317	94.05526833	94.10015397	94.21331103	94.11721241	94.05170806	94.09096495	93.87128179	93.86136696	93.9907634	93.97094431	94.06641951	94.10233694	94.0260328	94.04310149	93.71581823	93.38065597	93.21981716	NA	NA
P0890	41	412	412a	P0890	Fish_Cerrado_MS3	2016	92.34692954	92.20442217	92.22665679	92.35892242	92.56671113	92.9608826	93.30947105	93.35384311	93.43142914	93.50325187	93.5673213	93.66764595	93.70665563	93.9169041	94.0002317	94.05526833	94.10015397	94.21331103	94.11721241	94.05170806	94.09096495	93.87128179	93.86136696	93.9907634	93.97094431	94.06641951	94.10233694	94.0260328	94.04310149	93.71581823	93.38065597	93.21981716	NA	NA
P0891	43	432	432b	P0891	Fish_Cerrado_MS3	2016	90.46069514	90.43883386	90.40683724	90.88308597	91.0657689	91.26437901	91.3737188	91.36175965	91.41721593	91.48385947	91.34237651	91.33701324	91.3319696	91.35242372	91.32632514	91.27654949	91.27948696	91.2319873	91.02151585	90.92583286	90.84142887	90.69599185	90.71062534	90.59340884	90.55345371	90.38162225	90.31336662	89.8681026	89.0259174	87.83638653	87.2638142	87.18212462	NA	NA
P0895	43	431	431c	P0895	Fish_Cerrado_MS3	2016	90.46069514	90.43883386	90.40683724	90.88308597	91.0657689	91.26437901	91.3737188	91.36175965	91.41721593	91.48385947	91.34237651	91.33701324	91.3319696	91.35242372	91.32632514	91.27654949	91.27948696	91.2319873	91.02151585	90.92583286	90.84142887	90.69599185	90.71062534	90.59340884	90.55345371	90.38162225	90.31336662	89.8681026	89.0259174	87.83638653	87.2638142	87.18212462	NA	NA
P0896	43	434	434a	P0896	Fish_Cerrado_MS3	2016	90.46069514	90.43883386	90.40683724	90.88308597	91.0657689	91.26437901	91.3737188	91.36175965	91.41721593	91.48385947	91.34237651	91.33701324	91.3319696	91.35242372	91.32632514	91.27654949	91.27948696	91.2319873	91.02151585	90.92583286	90.84142887	90.69599185	90.71062534	90.59340884	90.55345371	90.38162225	90.31336662	89.8681026	89.0259174	87.83638653	87.2638142	87.18212462	NA	NA
P0897	43	434	434c	P0897	Fish_Cerrado_MS3	2016	90.46069514	90.43883386	90.40683724	90.88308597	91.0657689	91.26437901	91.3737188	91.36175965	91.41721593	91.48385947	91.34237651	91.33701324	91.3319696	91.35242372	91.32632514	91.27654949	91.27948696	91.2319873	91.02151585	90.92583286	90.84142887	90.69599185	90.71062534	90.59340884	90.55345371	90.38162225	90.31336662	89.8681026	89.0259174	87.83638653	87.2638142	87.18212462	NA	NA
P0903	44	442	442b	P0903	Fish_Cerrado_MS3	2016	93.70910585	93.63756677	93.57818483	93.62150624	93.65697727	93.75622043	93.98217573	94.06644662	94.24144261	94.28090361	94.23831747	94.24519365	94.24932489	94.25191661	94.24357729	94.24878182	94.27798296	94.28974861	94.18502226	94.14752361	94.16201788	94.05023087	94.00817346	93.9694522	93.84903686	93.90422604	93.80405535	93.62261512	93.19595334	92.8092293	92.42900188	92.33208248	NA	NA
P0904	43	431	431b	P0904	Fish_Cerrado_MS3	2016	90.46069514	90.43883386	90.40683724	90.88308597	91.0657689	91.26437901	91.3737188	91.36175965	91.41721593	91.48385947	91.34237651	91.33701324	91.3319696	91.35242372	91.32632514	91.27654949	91.27948696	91.2319873	91.02151585	90.92583286	90.84142887	90.69599185	90.71062534	90.59340884	90.55345371	90.38162225	90.31336662	89.8681026	89.0259174	87.83638653	87.2638142	87.18212462	NA	NA
P0905	43	433	433a	P0905	Fish_Cerrado_MS3	2016	90.46069514	90.43883386	90.40683724	90.88308597	91.0657689	91.26437901	91.3737188	91.36175965	91.41721593	91.48385947	91.34237651	91.33701324	91.3319696	91.35242372	91.32632514	91.27654949	91.27948696	91.2319873	91.02151585	90.92583286	90.84142887	90.69599185	90.71062534	90.59340884	90.55345371	90.38162225	90.31336662	89.8681026	89.0259174	87.83638653	87.2638142	87.18212462	NA	NA
P0907	56	562	562b	P0907	Fish_Cerrado_MS4	2016	70.32688303	69.91680338	69.97656058	69.71169637	69.9694401	69.96467707	70.25141322	70.61855316	70.59863454	71.21326248	71.3534913	71.34081431	71.60848181	71.53789931	71.40390611	70.47677356	69.77484441	68.67519199	68.97075997	68.46208485	68.27126818	69.32261804	68.7604258	68.8551485	69.47296196	69.27271133	68.83651913	69.3427582	69.38286677	70.12510704	70.34804946	71.43188739	NA	NA
P0908	56	561	561a	P0908	Fish_Cerrado_MS4	2016	70.32688303	69.91680338	69.97656058	69.71169637	69.9694401	69.96467707	70.25141322	70.61855316	70.59863454	71.21326248	71.3534913	71.34081431	71.60848181	71.53789931	71.40390611	70.47677356	69.77484441	68.67519199	68.97075997	68.46208485	68.27126818	69.32261804	68.7604258	68.8551485	69.47296196	69.27271133	68.83651913	69.3427582	69.38286677	70.12510704	70.34804946	71.43188739	NA	NA
P0909	56	561	561b	P0909	Fish_Cerrado_MS4	2016	70.32688303	69.91680338	69.97656058	69.71169637	69.9694401	69.96467707	70.25141322	70.61855316	70.59863454	71.21326248	71.3534913	71.34081431	71.60848181	71.53789931	71.40390611	70.47677356	69.77484441	68.67519199	68.97075997	68.46208485	68.27126818	69.32261804	68.7604258	68.8551485	69.47296196	69.27271133	68.83651913	69.3427582	69.38286677	70.12510704	70.34804946	71.43188739	NA	NA
P0919	55	551	551a	P0919	Fish_Cerrado_MS4	2016	72.87643114	72.03444586	71.90327437	71.32599637	71.06277544	71.1672579	70.97057577	71.28898727	70.92623047	70.86800175	71.04116714	70.65372816	71.16971299	71.20607685	71.271833	70.15257564	69.8950457	69.08408216	69.26962261	69.32476041	69.02613064	70.2152677	69.65572396	69.97123209	69.83644059	69.09177732	68.64775773	69.12405601	68.84480747	69.26263336	69.17509814	70.21418073	NA	NA
P0922	60	602	602a	P0922	Fish_Cerrado_MS4	2016	63.16381528	63.27617764	63.08852975	62.55393673	61.88503872	61.59729268	61.05270131	60.79297509	60.66098837	60.85260823	61.01149698	60.78424992	60.78463046	61.25029343	61.21468556	60.6563397	60.60936369	60.27391052	59.90393689	59.44392795	58.05527502	58.3276775	56.86067823	56.51745931	56.55264745	56.2109809	55.97843582	55.74481487	57.16887134	57.03634409	56.40591499	57.52177116	NA	NA
P0923	60	601	601a	P0923	Fish_Cerrado_MS4	2016	63.16381528	63.27617764	63.08852975	62.55393673	61.88503872	61.59729268	61.05270131	60.79297509	60.66098837	60.85260823	61.01149698	60.78424992	60.78463046	61.25029343	61.21468556	60.6563397	60.60936369	60.27391052	59.90393689	59.44392795	58.05527502	58.3276775	56.86067823	56.51745931	56.55264745	56.2109809	55.97843582	55.74481487	57.16887134	57.03634409	56.40591499	57.52177116	NA	NA
P0935	49	491	491a	P0935	Fish_Cerrado_MS4	2016	67.73396854	67.64789119	67.3892883	66.86428976	66.34675847	65.70437159	65.41111559	64.99205117	65.15443007	65.42607969	64.91379238	64.28069355	63.82685619	61.76140357	60.99871643	59.69239253	59.31494088	58.74251666	57.44799974	56.96999831	56.1317611	55.55868939	54.61510337	54.82977634	54.8132292	53.93641561	53.08025833	51.94859592	50.92897042	48.17287094	48.5496416	49.16210161	NA	NA
P0937	49	493	493a	P0937	Fish_Cerrado_MS4	2016	67.73396854	67.64789119	67.3892883	66.86428976	66.34675847	65.70437159	65.41111559	64.99205117	65.15443007	65.42607969	64.91379238	64.28069355	63.82685619	61.76140357	60.99871643	59.69239253	59.31494088	58.74251666	57.44799974	56.96999831	56.1317611	55.55868939	54.61510337	54.82977634	54.8132292	53.93641561	53.08025833	51.94859592	50.92897042	48.17287094	48.5496416	49.16210161	NA	NA
P0938	49	492	492a	P0938	Fish_Cerrado_MS4	2016	67.73396854	67.64789119	67.3892883	66.86428976	66.34675847	65.70437159	65.41111559	64.99205117	65.15443007	65.42607969	64.91379238	64.28069355	63.82685619	61.76140357	60.99871643	59.69239253	59.31494088	58.74251666	57.44799974	56.96999831	56.1317611	55.55868939	54.61510337	54.82977634	54.8132292	53.93641561	53.08025833	51.94859592	50.92897042	48.17287094	48.5496416	49.16210161	NA	NA
P0941	56	562	562a	P0941	Fish_Cerrado_MS4	2016	70.32688303	69.91680338	69.97656058	69.71169637	69.9694401	69.96467707	70.25141322	70.61855316	70.59863454	71.21326248	71.3534913	71.34081431	71.60848181	71.53789931	71.40390611	70.47677356	69.77484441	68.67519199	68.97075997	68.46208485	68.27126818	69.32261804	68.7604258	68.8551485	69.47296196	69.27271133	68.83651913	69.3427582	69.38286677	70.12510704	70.34804946	71.43188739	NA	NA
P0944	55	552	552a	P0944	Fish_Cerrado_MS4	2016	72.87643114	72.03444586	71.90327437	71.32599637	71.06277544	71.1672579	70.97057577	71.28898727	70.92623047	70.86800175	71.04116714	70.65372816	71.16971299	71.20607685	71.271833	70.15257564	69.8950457	69.08408216	69.26962261	69.32476041	69.02613064	70.2152677	69.65572396	69.97123209	69.83644059	69.09177732	68.64775773	69.12405601	68.84480747	69.26263336	69.17509814	70.21418073	NA	NA
P0951	92	922	922d	P0951	Fish_Cerrado_MT	2016	52.15310778	51.82191716	52.02580565	51.46651213	50.70193692	50.16021187	50.19646225	50.08207801	50.29613914	50.73827608	50.75388227	51.06061038	50.73202024	49.75395092	49.47830758	49.18902222	48.99964591	48.87223767	48.43699837	47.69963637	46.52643391	45.20315343	44.48328174	43.2216997	40.66675864	41.46393101	41.159872	40.26328685	39.00534398	38.78801289	35.7662602	35.94293949	NA	NA
P0953	92	922	922b	P0953	Fish_Cerrado_MT	2016	52.15310778	51.82191716	52.02580565	51.46651213	50.70193692	50.16021187	50.19646225	50.08207801	50.29613914	50.73827608	50.75388227	51.06061038	50.73202024	49.75395092	49.47830758	49.18902222	48.99964591	48.87223767	48.43699837	47.69963637	46.52643391	45.20315343	44.48328174	43.2216997	40.66675864	41.46393101	41.159872	40.26328685	39.00534398	38.78801289	35.7662602	35.94293949	NA	NA
P0955	92	922	922e	P0955	Fish_Cerrado_MT	2016	52.15310778	51.82191716	52.02580565	51.46651213	50.70193692	50.16021187	50.19646225	50.08207801	50.29613914	50.73827608	50.75388227	51.06061038	50.73202024	49.75395092	49.47830758	49.18902222	48.99964591	48.87223767	48.43699837	47.69963637	46.52643391	45.20315343	44.48328174	43.2216997	40.66675864	41.46393101	41.159872	40.26328685	39.00534398	38.78801289	35.7662602	35.94293949	NA	NA
P0970	93	931	931a	P0970	Fish_Cerrado_MT	2016	41.07303841	40.82721276	40.92180237	40.7906317	40.76198732	40.23609223	40.41305003	40.2350933	40.28546273	40.47852404	39.44978093	39.72746218	38.79774358	35.8950742	34.42376118	33.49024973	32.8863525	32.99333569	32.77798739	32.57796247	31.36188259	29.2708499	28.72505869	27.27196763	25.27713617	24.03098477	21.8272812	20.38557841	20.2464224	20.87024724	21.20041382	21.36932033	NA	NA
P0971	93	931	931b	P0971	Fish_Cerrado_MT	2016	41.07303841	40.82721276	40.92180237	40.7906317	40.76198732	40.23609223	40.41305003	40.2350933	40.28546273	40.47852404	39.44978093	39.72746218	38.79774358	35.8950742	34.42376118	33.49024973	32.8863525	32.99333569	32.77798739	32.57796247	31.36188259	29.2708499	28.72505869	27.27196763	25.27713617	24.03098477	21.8272812	20.38557841	20.2464224	20.87024724	21.20041382	21.36932033	NA	NA
P0972	93	932	932a	P0972	Fish_Cerrado_MT	2016	41.07303841	40.82721276	40.92180237	40.7906317	40.76198732	40.23609223	40.41305003	40.2350933	40.28546273	40.47852404	39.44978093	39.72746218	38.79774358	35.8950742	34.42376118	33.49024973	32.8863525	32.99333569	32.77798739	32.57796247	31.36188259	29.2708499	28.72505869	27.27196763	25.27713617	24.03098477	21.8272812	20.38557841	20.2464224	20.87024724	21.20041382	21.36932033	NA	NA
P0974	91	911	911a	P0974	Fish_Cerrado_MT	2016	55.58607228	54.74504132	54.0283904	52.6895615	50.6244432	49.49256095	50.30284867	50.66256846	50.20360467	50.37903264	49.03181456	48.04595679	47.17622314	45.95064274	45.77886448	45.83452478	44.8776504	44.42069354	44.49745101	43.53250598	41.9248457	40.0791773	39.19759708	37.79310307	34.38859645	33.47764737	32.89663329	32.52691943	31.81041715	33.54714314	33.62626243	34.52404523	NA	NA
P0975	91	911	911b	P0975	Fish_Cerrado_MT	2016	55.58607228	54.74504132	54.0283904	52.6895615	50.6244432	49.49256095	50.30284867	50.66256846	50.20360467	50.37903264	49.03181456	48.04595679	47.17622314	45.95064274	45.77886448	45.83452478	44.8776504	44.42069354	44.49745101	43.53250598	41.9248457	40.0791773	39.19759708	37.79310307	34.38859645	33.47764737	32.89663329	32.52691943	31.81041715	33.54714314	33.62626243	34.52404523	NA	NA
P0978	91	912	912a	P0978	Fish_Cerrado_MT	2016	55.58607228	54.74504132	54.0283904	52.6895615	50.6244432	49.49256095	50.30284867	50.66256846	50.20360467	50.37903264	49.03181456	48.04595679	47.17622314	45.95064274	45.77886448	45.83452478	44.8776504	44.42069354	44.49745101	43.53250598	41.9248457	40.0791773	39.19759708	37.79310307	34.38859645	33.47764737	32.89663329	32.52691943	31.81041715	33.54714314	33.62626243	34.52404523	NA	NA
P0979	92	922	922a	P0979	Fish_Cerrado_MT	2016	52.15310778	51.82191716	52.02580565	51.46651213	50.70193692	50.16021187	50.19646225	50.08207801	50.29613914	50.73827608	50.75388227	51.06061038	50.73202024	49.75395092	49.47830758	49.18902222	48.99964591	48.87223767	48.43699837	47.69963637	46.52643391	45.20315343	44.48328174	43.2216997	40.66675864	41.46393101	41.159872	40.26328685	39.00534398	38.78801289	35.7662602	35.94293949	NA	NA
P0981	92	921	921a	P0981	Fish_Cerrado_MT	2016	52.15310778	51.82191716	52.02580565	51.46651213	50.70193692	50.16021187	50.19646225	50.08207801	50.29613914	50.73827608	50.75388227	51.06061038	50.73202024	49.75395092	49.47830758	49.18902222	48.99964591	48.87223767	48.43699837	47.69963637	46.52643391	45.20315343	44.48328174	43.2216997	40.66675864	41.46393101	41.159872	40.26328685	39.00534398	38.78801289	35.7662602	35.94293949	NA	NA
P0982	91	912	912b	P0982	Fish_Cerrado_MT	2016	55.58607228	54.74504132	54.0283904	52.6895615	50.6244432	49.49256095	50.30284867	50.66256846	50.20360467	50.37903264	49.03181456	48.04595679	47.17622314	45.95064274	45.77886448	45.83452478	44.8776504	44.42069354	44.49745101	43.53250598	41.9248457	40.0791773	39.19759708	37.79310307	34.38859645	33.47764737	32.89663329	32.52691943	31.81041715	33.54714314	33.62626243	34.52404523	NA	NA
P0983	92	922	922c	P0983	Fish_Cerrado_MT	2016	52.15310778	51.82191716	52.02580565	51.46651213	50.70193692	50.16021187	50.19646225	50.08207801	50.29613914	50.73827608	50.75388227	51.06061038	50.73202024	49.75395092	49.47830758	49.18902222	48.99964591	48.87223767	48.43699837	47.69963637	46.52643391	45.20315343	44.48328174	43.2216997	40.66675864	41.46393101	41.159872	40.26328685	39.00534398	38.78801289	35.7662602	35.94293949	NA	NA
P1018	6	61	61a	P1018	Fish_MAtlantica_PR	2004	60.13620425	59.69980951	59.50770027	59.81510088	60.26660882	59.36094329	58.13635669	58.64652558	57.67737558	57.46729591	56.20268759	55.69939686	52.9439982	51.30776064	50.78816898	51.01175679	50.895274	50.3136653	49.76406897	52.54036705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1025	6	62	62a	P1025	Fish_MAtlantica_PR	2004	60.13620425	59.69980951	59.50770027	59.81510088	60.26660882	59.36094329	58.13635669	58.64652558	57.67737558	57.46729591	56.20268759	55.69939686	52.9439982	51.30776064	50.78816898	51.01175679	50.895274	50.3136653	49.76406897	52.54036705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1030	16	161	161b	P1030	Fish_MAtlantica_PR	2004	58.68279531	58.7163239	57.80859755	57.12790974	57.26198198	57.1353159	56.94328862	57.16032644	56.4572835	55.88800468	54.62530695	54.59696589	54.10598298	54.36999293	53.90056212	53.95781651	53.58587379	53.01363164	52.48548645	52.62631607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1032	14	142	142a	P1032	Fish_MAtlantica_PR	2004	70.02029653	70.24973449	70.69158674	71.21461748	71.93308212	72.44647534	72.66823455	73.13219004	72.64607573	72.51060833	71.02961285	71.12169589	71.23531657	71.81374629	70.84940503	71.06032912	71.18634333	71.14851108	71.78961872	71.85269536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1033	15	151	151b	P1033	Fish_MAtlantica_PR	2004	59.12527046	59.56577797	60.3637038	60.86647523	61.71604794	61.82271068	61.70742764	61.95102367	61.78723273	60.9293911	59.10901345	58.87911745	58.3545823	57.98485565	57.77570093	58.50018226	59.01498562	59.27753656	59.41482639	60.19487621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1034	10	102	102b	P1034	Fish_MAtlantica_PR	2004	51.97936214	51.22844388	51.70170824	51.55176489	50.62329965	50.42447833	49.7201592	50.04900912	51.34983258	53.72543046	54.55259791	54.60647366	56.36279508	56.72055427	56.36955925	56.47611362	55.59732026	57.03765328	57.27163691	55.50467489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1035	15	151	151c	P1035	Fish_MAtlantica_PR	2004	59.12527046	59.56577797	60.3637038	60.86647523	61.71604794	61.82271068	61.70742764	61.95102367	61.78723273	60.9293911	59.10901345	58.87911745	58.3545823	57.98485565	57.77570093	58.50018226	59.01498562	59.27753656	59.41482639	60.19487621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1037	8	81	81a	P1037	Fish_MAtlantica_PR	2004	57.88889005	56.475334	55.47202497	54.0288037	53.89376092	52.92878206	51.74474789	52.40253869	51.62169103	51.00997485	50.03842371	49.6641769	48.50323912	47.73681892	47.18358711	47.12829255	46.81999234	45.97982586	44.3991871	44.19609183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1040	16	162	162a	P1040	Fish_MAtlantica_PR	2004	58.68279531	58.7163239	57.80859755	57.12790974	57.26198198	57.1353159	56.94328862	57.16032644	56.4572835	55.88800468	54.62530695	54.59696589	54.10598298	54.36999293	53.90056212	53.95781651	53.58587379	53.01363164	52.48548645	52.62631607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1050	7	71	71a	P1050	Fish_MAtlantica_PR	2004	64.4358989	64.46850422	65.36060778	65.87857927	66.44216641	65.89170353	64.55282602	64.14330432	63.68907022	63.08480495	61.73944883	60.76445111	60.29999313	60.14456259	58.76514662	57.9880743	57.52931884	55.96957523	55.3082515	56.32858124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1055	15	152	152a	P1055	Fish_MAtlantica_PR	2004	59.12527046	59.56577797	60.3637038	60.86647523	61.71604794	61.82271068	61.70742764	61.95102367	61.78723273	60.9293911	59.10901345	58.87911745	58.3545823	57.98485565	57.77570093	58.50018226	59.01498562	59.27753656	59.41482639	60.19487621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1057	8	82	82a	P1057	Fish_MAtlantica_PR	2004	57.88889005	56.475334	55.47202497	54.0288037	53.89376092	52.92878206	51.74474789	52.40253869	51.62169103	51.00997485	50.03842371	49.6641769	48.50323912	47.73681892	47.18358711	47.12829255	46.81999234	45.97982586	44.3991871	44.19609183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1070	10	102	102a	P1070	Fish_MAtlantica_PR	2004	51.97936214	51.22844388	51.70170824	51.55176489	50.62329965	50.42447833	49.7201592	50.04900912	51.34983258	53.72543046	54.55259791	54.60647366	56.36279508	56.72055427	56.36955925	56.47611362	55.59732026	57.03765328	57.27163691	55.50467489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1071	15	151	151a	P1071	Fish_MAtlantica_PR	2004	59.12527046	59.56577797	60.3637038	60.86647523	61.71604794	61.82271068	61.70742764	61.95102367	61.78723273	60.9293911	59.10901345	58.87911745	58.3545823	57.98485565	57.77570093	58.50018226	59.01498562	59.27753656	59.41482639	60.19487621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1073	14	141	141a	P1073	Fish_MAtlantica_PR	2004	70.02029653	70.24973449	70.69158674	71.21461748	71.93308212	72.44647534	72.66823455	73.13219004	72.64607573	72.51060833	71.02961285	71.12169589	71.23531657	71.81374629	70.84940503	71.06032912	71.18634333	71.14851108	71.78961872	71.85269536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1076	7	72	72a	P1076	Fish_MAtlantica_PR	2004	64.4358989	64.46850422	65.36060778	65.87857927	66.44216641	65.89170353	64.55282602	64.14330432	63.68907022	63.08480495	61.73944883	60.76445111	60.29999313	60.14456259	58.76514662	57.9880743	57.52931884	55.96957523	55.3082515	56.32858124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1077	9	91	91b	P1077	Fish_MAtlantica_PR	2004	50.00330317	49.24881329	49.47544392	49.57009017	48.31850362	48.35098931	47.83215507	47.3100479	48.08142646	49.97883659	50.92507229	50.69209571	53.63369098	53.73235579	53.60075651	53.53255184	52.10438994	53.84884012	55.52811446	55.02497983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P1078	9	91	91a	P1078	Fish_MAtlantica_PR	2004	50.00330317	49.24881329	49.47544392	49.57009017	48.31850362	48.35098931	47.83215507	47.3100479	48.08142646	49.97883659	50.92507229	50.69209571	53.63369098	53.73235579	53.60075651	53.53255184	52.10438994	53.84884012	55.52811446	55.02497983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
