9_sig	12_sig	Mont_sig	Name_fish	Data	Year_sampling	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
111	1111	1111a	P0126	Fish_Amazonia_PA	2011	52.15686275	52.64705882	50.88235294	47.54901961	45.19607843	47.84313725	51.56862745	52.54901961	53.33333333	49.80392157	49.60784314	38.23529412	22.45098039	22.45098039	18.62745098	9.509803922	4.509803922	0.9803921569	0	0	0.7843137255	0.7843137255	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA
113	1133	1133a	P0132	Fish_Amazonia_PA	2011	27.95704669	29.30868683	29.29265947	30.85799765	33.28347046	35.409766	38.44427823	42.53125334	41.22769527	39.90810984	39.68372689	25.68116252	26.02842184	35.8692168	38.71674324	36.79880329	36.56373544	27.83951277	27.43882893	27.32129501	27.59376002	24.65006945	21.18281868	20.12501336	20.53638209	14.43530292	12.64023934	NA	NA	NA	NA	NA	NA	NA
113	1133	1133b	P0139	Fish_Amazonia_PA	2011	12.27140388	12.92589728	13.31634858	13.70956735	14.29903778	14.37410432	14.99476821	15.96642479	15.57744364	15.26754027	14.83377705	10.50943096	9.146327594	11.41765415	13.71255715	12.57988946	11.54729684	5.764154378	4.73784817	4.371460413	4.751290741	3.711874815	2.786180544	2.547365069	2.645165692	1.178156345	2.126594946	NA	NA	NA	NA	NA	NA	NA
104	1041	1041a	P0215	Fish_Amazonia_RO	2018	80.33948677	80.72089569	80.53016453	80.6180738	80.88696346	81.10680497	81.52285421	81.24358828	81.42596603	81.93787404	82.33215548	82.45654032	82.63770099	82.9628363	82.24426959	82.28483431	81.17130975	80.61393018	78.61251922	73.6934988	70.87555505	69.54343618	68.62689286	65.65524308	60.80496414	56.52965957	54.45747467	51.80462257	51.34919731	52.26004782	50.93362177	49.1289992	48.88990095	50.69452351
104	1042	1042b	P0218	Fish_Amazonia_RO	2018	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0
106	1061	1061a	P0234	Fish_Amazonia_RO	2018	100	100	100	100	93.82093317	91.92938209	91.55107188	92.55989912	93.31651955	93.69482976	93.94703657	94.07313997	92.93820933	92.93820933	93.19041614	93.06431274	92.93820933	93.19041614	93.31651955	91.42496847	91.04665826	90.92055485	89.5334174	88.02017654	87.26355612	79.57124842	73.39218159	67.08701135	54.72887768	50.31525851	48.17150063	42.24464061	35.05674653	29.63430013
107	1071	1071a	P0235	Fish_Amazonia_RO	2018	8.990536278	9.095688749	9.305993691	9.095688749	6.782334385	6.782334385	4.731861199	4.048370137	4.153522608	4.521556257	4.416403785	4.36382755	0.1051524711	0.1051524711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	1072	1072b	P0236	Fish_Amazonia_RO	2018	57.22420417	56.89383021	57.18110669	57.08410446	55.50458716	55.37914043	55.17522967	54.86162799	53.82794535	54.1672295	54.22354372	54.00932243	52.7766518	52.45203999	40.74674229	32.48111171	26.65768194	22.89757412	19.14420485	16.21293801	9.103773585	4.218328841	0.04716981132	0.04043126685	0.1819407008	0.1347708895	0.04043126685	0.1145552561	0.1145552561	0.08086253369	0.07412398922	0	0	0.3638814016
107	1072	1072a	P0237	Fish_Amazonia_RO	2018	58.75818855	58.46613546	58.66533865	57.31360273	55.29311326	55.12236767	54.53898691	54.7381901	54.12635174	53.74217416	54.19749573	54.49630051	53.65680137	53.21570859	36.56801366	19.18042117	4.780876494	3.315310188	1.237905521	0.5691519636	0.1422879909	0.07114399545	0	0	0.2561183836	0.31303358	0.08537279454	0.07114399545	0.07114399545	0.1707455891	0.1992031873	0.07114399545	0.07114399545	0.4126351736
106	1062	1062a	P0245	Fish_Amazonia_RO	2018	4.291044776	4.197761194	5.410447761	5.223880597	5.410447761	6.529850746	5.970149254	4.384328358	4.291044776	5.037313433	6.25	6.436567164	7.369402985	6.996268657	2.425373134	1.958955224	0.8395522388	0.9328358209	1.305970149	1.492537313	1.958955224	1.958955224	2.23880597	1.026119403	0.4664179104	0	0	0	0	0	0	0.6529850746	0	0
106	1062	1062b	P0248	Fish_Amazonia_RO	2018	68.43459877	68.43652398	68.27338791	66.67586715	65.8608328	64.83082015	62.89759147	62.33216848	62.75754231	63.61123906	63.8211756	64.23706976	64.86785155	65.59476642	64.44996321	61.28735632	61.14743531	59.78300846	59.07505964	57.83630024	57.55184438	50.37621582	48.26573683	44.7880345	44.20994678	40.8423564	36.8783263	30.6294733	19.67333456	19.10442283	16.55349605	15.58084052	14.47054505	14.24114516
104	1041	1041b	P0254	Fish_Amazonia_RO	2018	90.2952381	90.28941356	90.17061611	90.16300227	89.91668245	89.32626798	89.14296513	89.25026	89.69169661	89.86971299	89.9565792	90.00566786	90.33323893	90.90566393	90.80740671	90.14375646	90.13213382	88.88576516	87.9239273	86.26589379	85.2454418	85.24820043	84.27543679	81.82668038	79.61319256	75.90395216	72.74344569	66.5418461	61.42203121	59.67485752	57.51658414	56.35803046	56.24591236	60.31879981
104	1042	1042c	P0255	Fish_Amazonia_RO	2018	92.22856513	92.50710129	91.97450824	91.92262053	92.23426853	92.24680053	92.64438193	92.72496622	92.98792257	93.12836068	93.0190865	93.18551612	93.73173824	93.74379892	93.27251681	93.05838893	92.54644688	91.69560664	91.27176548	90.21421884	89.65555219	89.25189915	88.33810415	85.56644281	83.38929869	81.14334471	77.00649565	67.87405042	64.29043268	63.08213145	59.66916217	55.86810525	53.69921832	55.01293839
104	1042	1042a	P0256	Fish_Amazonia_RO	2018	96.44713508	96.44418626	96.33061187	96.29346463	96.55689081	96.52915813	96.78987435	96.80171228	96.89161929	97.05963261	96.85169336	96.87939361	97.17995723	97.30282852	97.1994014	97.1571651	96.56804372	96.05837633	95.71415489	93.89786013	91.73967459	91.16273391	89.7066455	84.17228853	81.51042462	77.40163009	71.50401416	63.73820935	60.88097927	59.53515363	56.61016949	51.48841328	49.77563418	51.80866327
103	1031	1031a	P0261	Fish_Amazonia_RO	2018	91.22807018	89.80263158	82.01754386	83.6622807	86.95175439	86.95175439	88.59649123	89.80263158	90.89912281	92.54385965	90.02192982	83.22368421	83.22368421	82.34649123	73.46491228	61.0745614	62.93859649	63.81578947	53.61842105	46.1622807	36.95175439	41.66666667	39.25438596	20.1754386	16.77631579	17.54385965	22.80701754	25.43859649	27.30263158	26.75438596	31.25	26.75438596	27.74122807	15.35087719
103	1032	1032a	P0262	Fish_Amazonia_RO	2018	62.72306675	63.58515573	63.08813784	63.7719589	64.70198675	65.76338401	68.7376074	68.1097158	68.67151355	69.5968275	69.39854594	69.33245208	67.71315268	68.07666887	69.2333113	70.45604759	66.98612029	62.85525446	61.63251818	59.12095175	56.84071381	55.84930601	53.63516193	53.50297422	53.1064111	27.46199603	21.7118308	17.21744878	17.81229346	18.14276272	17.21744878	16.82088566	16.88697951	18.64855913
101	1012	1012a	P0263	Fish_Amazonia_RO	2018	68.5828466	68.52136489	68.55210575	64.46357209	64.70949892	64.24838611	65.23209345	67.13802644	67.99877037	69.47433139	70.5502613	70.85766984	70.79618813	70.48877959	72.79434368	72.02582232	71.71841377	70.94989241	71.87211804	72.48693514	72.2410083	73.31693821	69.04395942	66.27728251	61.85059945	60.95911466	57.70058408	53.55056871	44.26683062	42.20719336	35.1367968	29.57270212	21.42637565	15.40116815
101	1013	1013a	P0264	Fish_Amazonia_RO	2018	16.05839416	19.8540146	18.97810219	15.76642336	15.18248175	17.37226277	18.39416058	17.66423358	17.22627737	16.64233577	16.78832117	20.2919708	21.31386861	20.87591241	19.41605839	19.41605839	12.55474453	12.11678832	16.20437956	17.22627737	12.70072993	9.927007299	13.43065693	13.57664234	12.40875912	9.197080292	7.153284672	7.299270073	0	0	0	0	0	0
101	1013	1013b	P0265	Fish_Amazonia_RO	2018	73.89951089	72.57109005	73.992891	73.35604265	70.79383886	71.88981043	72.48222749	71.5936019	63.7292654	62.11492891	61.15225118	50.82938389	46.10485782	41.11374408	41.8542654	40.61018957	34.33056872	29.59123223	28.39158768	7.83471564	0	0	0.02962085308	0	0	0	0	0	0.0740521327	0	0	0	0.4887440758	0.4887440758
101	1011	1011a	P0266	Fish_Amazonia_RO	2018	84.48815378	84.66696468	84.80107287	84.66696468	84.37639696	84.37639696	84.62226196	77.55923111	69.62449709	64.14841305	60.88511399	58.62762629	63.16495306	63.16495306	56.10192222	48.10013411	0	0	0	0	0	0	0	0	0	0	0	0	0	9.432275369	4.850245865	1.698703621	0.3576218149	0.2905677246
102	1021	1021a	P0271	Fish_Amazonia_RO	2018	0	0	0	0	0	0	0	0	0	0	0	0	0.5284015852	0.5284015852	0	0	1.188903567	4.359313078	7.661822985	9.775429326	7.529722589	4.227212682	4.359313078	5.151915456	2.906208719	1.188903567	1.981505945	1.981505945	1.585204756	1.981505945	1.717305152	0.2642007926	0	0
102	1022	1022a	P0272	Fish_Amazonia_RO	2018	96.90446904	96.84102564	96.92307692	97.3705834	97.67824122	98.1724846	97.82519491	98.00862246	98.23372356	98.46059113	98.56292342	98.4	98.78924687	98.97246198	98.8498665	98.7053021	98.47924373	98.29568789	98.33504625	98.85222382	98.50593533	97.89193614	97.2984036	96.80785758	96.25919869	95.77033102	95.50469963	95.46475996	95.10104103	95.05192425	94.68540012	93.65953109	91.20342089	88.33231521
102	1024	1024a	P0276	Fish_Amazonia_RO	2018	95.13274336	95.13274336	94.39528024	93.80530973	93.21533923	92.62536873	92.18289086	91.2979351	92.33038348	92.92035398	92.92035398	93.21533923	94.54277286	94.39528024	93.36283186	92.18289086	91.44542773	90.7079646	90.1179941	93.65781711	93.95280236	89.97050147	88.05309735	83.92330383	82.44837758	75.07374631	70.3539823	56.48967552	48.37758112	41.44542773	39.38053097	26.10619469	19.46902655	18.14159292
102	1023	1023a	P0277	Fish_Amazonia_RO	2018	95.15169542	95.03640957	95.00668747	94.83985765	94.87407407	93.8028169	93.53786868	93.51399378	93.77126794	93.93401391	93.80544057	93.77587226	93.72688267	93.83500887	93.19929036	92.90360733	86.84210526	84.68135443	80.33441847	79.49970397	79.46137911	76.3870395	74.58604376	71.73495045	68.8027231	68.10714814	66.09416642	63.42400946	61.38379657	61.23595506	60.52631579	58.58959196	53.32643406	46.65878179
1	11	11a	P0281	Fish_CamposSulinos_RS	2014	5.607539099	4.518112552	4.334168755	3.956558062	3.662489557	3.301587302	2.456140351	1.42021721	0.7151211362	0.1837928154	0.1136173768	0.02673350042	0.02673350042	0	0	0	0	0	0.03007518797	0.06015037594	0.3241436926	0.6649958229	0.6549707602	0.7117794486	0.7852965748	0.5112781955	0.4845446951	0.2807017544	0.3375104428	0.3375104428	NA	NA	NA	NA
1	11	11b	P0282	Fish_CamposSulinos_RS	2014	13.01384741	12.56584306	10.89329351	10.43714363	9.93755091	8.672278034	6.793374966	5.61770296	5.023079012	3.31251697	1.257127342	0.5457507467	0	0.2144990497	0.209068694	0.5674721694	0.6217757263	0.662503394	0.8226988868	0.4887320119	0.7575346185	3.206625034	5.378767309	8.332880804	8.786315504	9.62259028	10.74667391	9.527559055	7.966331795	7.966331795	NA	NA	NA	NA
1	12	12b	P0283	Fish_CamposSulinos_RS	2014	12.19211823	11.04626258	7.303491112	0.5675733562	0.3266224031	0.4926108374	0.5193831656	0.4390661812	0.3801670593	0.2195330906	0.2034696937	0	0	0.04819019062	0.3266224031	0.3694581281	0.1231527094	0.4337117156	0.4069393874	0.6639537374	1.563503962	2.098950525	4.24609124	8.497536946	9.086528164	9.011565646	10.19490255	10.0771043	10.28592846	10.15206682	NA	NA	NA	NA
4	42	42a	P0289	Fish_CamposSulinos_RS	2014	15.36656293	14.89737665	14.34252116	15.47376291	15.33637013	15.17004723	13.88709513	13.47147617	13.24459404	13.58824029	14.91216147	15.99189939	15.69088246	14.86067584	15.41382834	16.46702511	16.06768927	16.15874904	15.9849785	15.08680054	15.51580345	17.27280398	18.17383966	18.81204836	17.85044993	19.00220721	16.54673834	14.82568931	14.2145943	14.21049967	NA	NA	NA	NA
4	41	41a	P0290	Fish_CamposSulinos_RS	2014	0.5739203826	0.4810803207	0.4697212612	0.4753466655	0.4500323461	0.4951469968	0.4557603038	0.4332536222	0.6358137572	0.6442537628	0.5401603601	0.3769020898	0.3600258769	0.3262734509	0.3122099401	0.4670136447	0.4895065549	0.5120126034	0.5119117937	0.3740893877	0.3375242596	0.3375242596	0.3487750682	0.5541023261	0.5541023261	0.8325598402	0.7059882429	0.6891120299	0.6187944759	0.6187944759	NA	NA	NA	NA
4	41	41b	P0291	Fish_CamposSulinos_RS	2014	20.71953782	25.04596795	25.97487569	30.00716472	24.2019544	20.20530146	19.34330299	18.53101479	15.88377093	14.59596948	15.17085751	7.65391015	5.995648835	6.678596536	6.833843798	6.985340982	7.196679438	7.39820302	7.057324841	6.97037273	7.163378663	7.351531036	7.221831661	7.005433046	7.001337835	7.187837924	7.085110446	6.984025559	7.09817439	7.211630428	NA	NA	NA	NA
5	51	51a	P0292	Fish_CamposSulinos_RS	2014	16.02836145	14.15489679	18.59660001	17.96580402	14.9927671	15.17298443	15.20041376	16.03598015	16.97508529	17.17772377	18.47561922	19.61838771	21.0390148	21.66139814	22.91148425	24.1860224	24.62791059	25.71650687	26.15839121	26.28142006	26.22083981	25.83052604	26.60517179	26.75422721	26.93144159	27.6119403	27.40748419	27.42019071	28.01469827	27.95799058	NA	NA	NA	NA
5	52	52a	P0293	Fish_CamposSulinos_RS	2014	13.70713366	13.83330389	31.41891039	30.87385501	30.47011027	17.63013802	11.70800636	1.41303525	1.425651636	4.501526583	9.308369711	9.010622997	9.320986097	2.593928995	0.9462289622	2.117029598	2.263379678	0.9487522394	0.7670762787	1.834422548	1.897504479	1.110241982	2.114506321	1.998485995	1.698208428	1.339927831	1.673017235	1.79161725	1.816851296	1.842038859	NA	NA	NA	NA
5	51	51b	P0294	Fish_CamposSulinos_RS	2014	12.64451746	13.94669587	14.99330656	14.2022636	13.49640988	14.36047219	13.92235609	11.73177559	11.65875624	11.90215407	11.7074358	10.92856274	10.3930875	10.63648534	10.74601436	11.30582938	11.31799927	11.34233905	12.38894974	12.55932822	11.81696483	9.760253134	8.385055373	8.859681149	8.604113423	8.117317756	7.168066204	5.963246927	5.890227577	5.890227577	NA	NA	NA	NA
2	22	22a	P0301	Fish_CamposSulinos_RS	2014	0.9425690487	0.9864094695	0.7452871548	0.2265088412	0.3507233669	0.5699254713	0.7233669443	0.6283793658	0.7306736811	0.8110477861	0.7818208388	0.7014467339	0.7818208388	0.4749378927	0.5991524185	0.7891275756	1.015636417	1.1909981	1.117930732	0.9864094695	0.7891275756	0.6868332603	0.7087534707	0.9425690487	1.220225047	1.096010522	0.9352623119	0.3726435774	0.4310974719	0.4310974719	NA	NA	NA	NA
2	22	22b	P0302	Fish_CamposSulinos_RS	2014	0.5262404239	0.5603293949	0.4604084558	0.3331303507	0.3204439671	0.3472968135	0.3740893877	0.2757336485	0.4440704066	0.4369236279	0.4369627507	0.2382146439	0.3778585627	0.3814264993	0.3921849537	0.4548547688	0.4530396634	0.5406663444	0.5983625647	0.6593209711	0.9188279123	1.029248559	1.036445654	1.162894874	1.075133944	0.8039679129	0.7323711636	0.4463005449	0.4660082806	0.4875513094	NA	NA	NA	NA
2	21	21a	P0303	Fish_CamposSulinos_RS	2014	4.683329289	4.780393108	4.58626547	2.996845426	2.766318855	3.06964329	3.603494298	3.385100704	4.246542101	4.331472943	3.991749575	3.68842514	3.858286824	3.68842514	4.234409124	4.028148508	3.882552778	3.821887891	3.785488959	3.700558117	4.003882553	4.173744237	3.554962388	4.282941034	4.841057996	4.804659063	4.877456928	3.882552778	4.040281485	4.040281485	NA	NA	NA	NA
3	31	31a	P0312	Fish_CamposSulinos_RS	2014	2.312420724	1.65869841	1.28793053	1.297814208	1.190360035	0.643902439	0.5951219512	0.4878524734	0.624451166	0.5659088692	0.604937067	0.6342082154	0.7610498585	0.8391062543	0.8682926829	0.8682926829	0.9952190458	1.570884964	1.961166943	2.437122246	3.879898616	4.328329109	3.996880484	3.675180347	3.287804878	1.853658537	0.7701306298	0.7798791187	0.8286215637	0.8286215637	NA	NA	NA	NA
3	32	32a	P0314	Fish_CamposSulinos_RS	2014	3.354109105	1.574246611	1.36220523	0.7710595644	0.9702499518	1.130887361	1.15016385	1.265822785	1.00880293	1.214418814	1.702756538	1.259397288	0.8417400244	0.8931439954	1.991903875	1.677054552	1.702756538	1.355779734	0.591145666	0.5847201696	0.9895264409	1.368630727	1.709182034	2.004754867	2.184668766	2.030456853	2.062584335	1.490715158	0.5333161987	0.5333161987	NA	NA	NA	NA
1	12	12a	P0325	Fish_CamposSulinos_RS	2014	18.27923941	16.30194246	9.01155643	6.108105893	5.538480452	5.110236866	3.858448424	0.1270465769	0.1188427178	0.0942545693	0.1188500236	0.05737469776	0.09835662473	0.09015654455	0.1188427178	0.1639209901	0.2807146955	0.7192770344	1.141416832	1.329945286	4.464797967	4.528317351	4.563150561	3.813212032	3.589869683	3.764035735	3.382919433	1.903532497	2.858372265	2.85427424	NA	NA	NA	NA
98	982	982a	P0333	Fish_Cerrado_GO	2013	11.2593985	11.48496241	11.59774436	12.65037594	12.91353383	14.41729323	14.36090226	15.5075188	15.31954887	15.39473684	14.0037594	14.32330827	14.30451128	14.56766917	14.30451128	14.09774436	13.94736842	14.15413534	14.07894737	14.07894737	13.68421053	13.19548872	12.16165414	11.01503759	11.65413534	11.18421053	11.65413534	11.76691729	11.89849624	NA	NA	NA	NA	NA
