pto;ID_Name;Latitude;Longitude
P0475;Fish_Cerrado_MG;-19.101209;-45.675096
P0479;Fish_Cerrado_MG;-19.08668;-45.452754
P0483;Fish_Cerrado_MG;-19.10718;-45.14472
P0484;Fish_Cerrado_MG;-18.73558;-44.828801
P0485;Fish_Cerrado_MG;-18.881782;-45.006665
P0487;Fish_Cerrado_MG;-19.013064;-45.016429
P0488;Fish_Cerrado_MG;-18.788019;-45.530813
P0490;Fish_Cerrado_MG;-18.332197;-45.115348
P0491;Fish_Cerrado_MG;-18.995661;-45.256506
P0492;Fish_Cerrado_MG;-18.837261;-44.781817
P0493;Fish_Cerrado_MG;-18.441159;-45.120108
P0494;Fish_Cerrado_MG;-19.318129;-45.51255
P0495;Fish_Cerrado_MG;-19.085373;-45.02714
P0496;Fish_Cerrado_MG;-18.953091;-45.63662
P0497;Fish_Cerrado_MG;-19.039049;-44.695065
P0498;Fish_Cerrado_MG;-18.389372;-45.00995
P0500;Fish_Cerrado_MG;-19.051082;-45.639112
P0501;Fish_Cerrado_MG;-18.995438;-45.518223
P0502;Fish_Cerrado_MG;-18.944262;-44.625789
P0503;Fish_Cerrado_MG;-18.883145;-45.54447
P0504;Fish_Cerrado_MG;-18.773127;-45.520671
P0505;Fish_Cerrado_MG;-18.240737;-45.21177
P0506;Fish_Cerrado_MG;-18.625778;-44.956894
P0508;Fish_Cerrado_MG;-19.760722;-47.846979
P0509;Fish_Cerrado_MG;-20.125753;-47.778612
P0510;Fish_Cerrado_MG;-19.903217;-47.969932
P0512;Fish_Cerrado_MG;-20.022131;-48.032154
P0513;Fish_Cerrado_MG;-19.833332;-47.669734
P0515;Fish_Cerrado_MG;-19.825433;-47.9837
P0516;Fish_Cerrado_MG;-19.904436;-48.121881
P0517;Fish_Cerrado_MG;-19.919275;-48.023869
P0519;Fish_Cerrado_MG;-19.918016;-48.087395
P0520;Fish_Cerrado_MG;-19.898212;-47.903007
P0521;Fish_Cerrado_MG;-19.785882;-48.070135
P0522;Fish_Cerrado_MG;-20.293251;-47.741601
P0523;Fish_Cerrado_MG;-19.879057;-48.22781
P0524;Fish_Cerrado_MG;-19.985028;-48.114682
P0525;Fish_Cerrado_MG;-20.084811;-47.817608
P0526;Fish_Cerrado_MG;-20.170955;-47.741123
P0528;Fish_Cerrado_MG;-20.323383;-47.702782
P0529;Fish_Cerrado_MG;-19.933174;-47.967084
P0530;Fish_Cerrado_MG;-20.080842;-47.771783
P0531;Fish_Cerrado_MG;-19.95341;-47.972899
P0532;Fish_Cerrado_MG;-19.786592;-47.799686
P0533;Fish_Cerrado_MG;-19.870802;-48.058457
P0534;Fish_Cerrado_MG;-19.82184;-48.092436
P0535;Fish_Cerrado_MG;-20.296842;-47.830562
P0537;Fish_Cerrado_MG;-19.969213;-48.087906
P0538;Fish_Cerrado_MG;-19.883886;-47.963697
P0539;Fish_Cerrado_MG;-20.06549;-47.799902
P0540;Fish_Cerrado_MG;-19.83062;-47.71641
P0541;Fish_Cerrado_MG;-20.09421;-47.767009
P0542;Fish_Cerrado_MG;-20.285922;-47.779759
P0543;Fish_Cerrado_MG;-20.215606;-47.73909
P0544;Fish_Cerrado_MG;-20.104921;-47.753707
P0545;Fish_Cerrado_MG;-20.329009;-47.779392
P0546;Fish_Cerrado_MS;-22.91117;-55.40256
P0550;Fish_Cerrado_MS;-23.11029;-54.93577
P0551;Fish_Cerrado_MS;-22.86108;-54.700195
P0552;Fish_Cerrado_MS;-23.00119;-54.30733
P0554;Fish_Cerrado_MS;-22.72305;-54.93172
P0557;Fish_Cerrado_MS;-23.26721;-53.98981
P0558;Fish_Cerrado_MS;-23.34117;-53.86389
P0560;Fish_Cerrado_MS;-23.17726;-54.445547
P0565;Fish_Cerrado_MS;-22.75309;-55.60146
P0566;Fish_Cerrado_MS;-22.55908;-55.47057
P0567;Fish_Cerrado_MS;-22.79251;-55.22477
P0568;Fish_Cerrado_MS;-22.64299;-55.1878
P0570;Fish_Cerrado_MS;-22.85443;-54.63698
P0572;Fish_Cerrado_MS;-22.7712;-55.63221
P0581;Fish_Cerrado_MS;-23.26085;-54.19849
P0582;Fish_Cerrado_MS;-23.28015;-54.12569
P0583;Fish_Cerrado_MS;-23.22593;-54.2188
P0584;Fish_Cerrado_MS;-23.26357;-54.26957
P0585;Fish_Cerrado_MS;-23.18626;-54.41059
P0586;Fish_Cerrado_MS;-23.08512;-54.49495
P0588;Fish_Cerrado_MS;-22.70997;-55.09578
P0589;Fish_Cerrado_MS;-22.61004;-55.06682
P0590;Fish_Cerrado_MS;-22.99765;-54.99375
P0591;Fish_Cerrado_MS;-22.9135;-54.80117
P0594;Fish_Cerrado_MS;-22.87357;-54.5351
P0596;Fish_Cerrado_MS;-23.28894;-53.96099
P0598;Fish_Cerrado_MS;-22.70961111;-55.09691667
P0599;Fish_Cerrado_MS;-22.61141667;-55.42225
P0600;Fish_Cerrado_MS;-23.137743;-54.201276
P0601;Fish_Cerrado_MS;-23.122429;-54.217509
P0602;Fish_Cerrado_MS;-23.079078;-54.234559
P0603;Fish_Cerrado_MS;-23.119598;-54.212804
P0604;Fish_Cerrado_MS;-23.067784;-54.236821
P0605;Fish_Cerrado_MS;-23.069212;-54.230874
P0606;Fish_Cerrado_MS;-23.049455;-54.245218
P0607;Fish_Cerrado_MS;-23.059068;-54.215078
P0608;Fish_Cerrado_MS;-23.039891;-54.198988
P0610;Fish_Cerrado_MS2;-22.17139;-56.19987
P0611;Fish_Cerrado_MS2;-22.08248;-56.32409
P0612;Fish_Cerrado_MS2;-22.07086;-56.42082
P0613;Fish_Cerrado_MS2;-22.00539;-56.49126
P0615;Fish_Cerrado_MS2;-21.98326;-56.54484
P0616;Fish_Cerrado_MS2;-21.92389;-56.55424
P0617;Fish_Cerrado_MS2;-21.96051;-56.43805
P0618;Fish_Cerrado_MS2;-21.92791;-56.38885
P0619;Fish_Cerrado_MS2;-21.83352;-56.29022
P0620;Fish_Cerrado_MS2;-22.21141;-56.83846
P0621;Fish_Cerrado_MS2;-22.20177;-56.78748
P0622;Fish_Cerrado_MS2;-22.15642;-56.79964
P0623;Fish_Cerrado_MS2;-22.04436;-56.64331
P0624;Fish_Cerrado_MS2;-22.00507;-56.71503
P0625;Fish_Cerrado_MS2;-22.03029;-57.0365
P0626;Fish_Cerrado_MS2;-21.97575;-56.76841
P0627;Fish_Cerrado_MS2;-22.09589;-56.56481
P0628;Fish_Cerrado_MS2;-21.73584;-56.60452
P0629;Fish_Cerrado_MS2;-21.98197;-56.7083
P0630;Fish_Cerrado_MS2;-21.95074;-56.7059
P0631;Fish_Cerrado_MS2;-21.99424;-56.7316
P0632;Fish_Cerrado_MS2;-21.94332;-56.7595
P0634;Fish_Cerrado_MS2;-21.39124;-56.8096
P0636;Fish_Cerrado_MS2;-21.82076;-57.23557
P0637;Fish_Cerrado_MS2;-21.97013;-56.79573
P0638;Fish_Cerrado_MS2;-22.01072;-57.03733
P0639;Fish_Cerrado_MS2;-22.00971;-57.07977
P0640;Fish_Cerrado_MS2;-22.12034;-57.26581
P0641;Fish_Cerrado_MS2;-21.86323;-57.24613
P0643;Fish_Cerrado_MS2;-21.68202;-56.76036
P0644;Fish_Cerrado_MS2;-21.71193;-56.83736
P0645;Fish_Cerrado_MS2;-21.77866;-56.98776
P0646;Fish_Cerrado_MS2;-22.03133;-55.87583
P0648;Fish_Cerrado_MS2;-22.09506;-55.88919
P0649;Fish_Cerrado_MS2;-22.054986;-57.250429
P0651;Fish_Cerrado_MS2;-22.213635;-55.944959
P0652;Fish_Cerrado_MS2;-22.040028;-55.94053
P0653;Fish_Cerrado_MS2;-22.19838;-55.95455
P0654;Fish_Cerrado_MS2;-22.22512;-56.02025
P0655;Fish_Cerrado_MS2;-22.2327;-55.90558
P0658;Fish_Cerrado_MS2;-21.93398;-57.25383
P0677;Fish_Cerrado_MS3;-22.04625;-55.308028
P0678;Fish_Cerrado_MS3;-21.479736;-54.350306
P0679;Fish_Cerrado_MS3;-21.574083;-54.227333
P0680;Fish_Cerrado_MS3;-21.774194;-53.943444
P0681;Fish_Cerrado_MS3;-22.208611;-54.825556
P0684;Fish_Cerrado_MS3;-22.776694;-54.051194
P0686;Fish_Cerrado_MS3;-22.434694;-53.91875
P0688;Fish_Cerrado_MS3;-22.238694;-54.069083
P0689;Fish_Cerrado_MS3;-22.524917;-53.550083
P0692;Fish_Cerrado_MS3;-22.406194;-55.176333
P0694;Fish_Cerrado_MS3;-21.742833;-55.012472
P0696;Fish_Cerrado_MS3;-21.546806;-55.176806
P0697;Fish_Cerrado_MS3;-21.825556;-55.151722
P0698;Fish_Cerrado_MS3;-21.950194;-54.631083
P0700;Fish_Cerrado_MS3;-21.618944;-54.630778
P0701;Fish_Cerrado_MS3;-21.530444;-55.242861
P0702;Fish_Cerrado_MS3;-22.015889;-55.100306
P0703;Fish_Cerrado_MS3;-22.56425;-55.141972
P0704;Fish_Cerrado_MS3;-22.550389;-54.800417
P0706;Fish_Cerrado_MS3;-22.0865;-54.0835
P0707;Fish_Cerrado_MS3;-22.114722;-53.910167
P0708;Fish_Cerrado_MS3;-22.411556;-54.184833
P0709;Fish_Cerrado_MS3;-22.40475;-54.384333
P0710;Fish_Cerrado_MS3;-22.309417;-55.755972
P0711;Fish_Cerrado_MS3;-22.211139;-55.916389
P0712;Fish_Cerrado_MS3;-22.269889;-55.542222
P0715;Fish_Cerrado_MS3;-21.9805;-55.392944
P0716;Fish_Cerrado_MS3;-21.609278;-55.58425
P0719;Fish_Cerrado_MS3;-21.019722;-55.12125
P0723;Fish_Cerrado_MS3;-22.059917;-54.787139
P0724;Fish_Cerrado_MS3;-21.925111;-54.699806
P0725;Fish_Cerrado_MS3;-21.910917;-54.808861
P0726;Fish_Cerrado_MS3;-21.730556;-55.026528
P0727;Fish_Cerrado_MS3;-21.588417;-54.974472
P0728;Fish_Cerrado_MS3;-21.492111;-54.820917
P0731;Fish_Cerrado_MS3;-22.504472;-55.3135
P0732;Fish_Cerrado_MS3;-22.411694;-54.673694
P0733;Fish_Cerrado_MS3;-22.4875;-54.655889
P0734;Fish_Cerrado_MS3;-22.436139;-54.516722
P0735;Fish_Cerrado_MS3;-22.430917;-54.514194
P0736;Fish_Cerrado_MS3;-22.460639;-54.303611
P0741;Fish_Cerrado_MS3;-22.454361;-54.136806
P0743;Fish_Cerrado_MS3;-22.172167;-54.970333
P0746;Fish_Cerrado_MS3;-22.376861;-53.868972
P0749;Fish_Cerrado_MS3;-22.67525;-54.044694
P0757;Fish_Cerrado_MS3;-22.503417;-55.69775
P0759;Fish_Cerrado_MS3;-21.400083;-54.665917
P0760;Fish_Cerrado_MS3;-21.360306;-54.696889
P0761;Fish_Cerrado_MS3;-20.914111;-54.919222
P0762;Fish_Cerrado_MS3;-21.020361;-54.935167
P0763;Fish_Cerrado_MS3;-21.054194;-54.935667
P0764;Fish_Cerrado_MS3;-21.501306;-55.164611
P0765;Fish_Cerrado_MS3;-22.101306;-55.151056
P0767;Fish_Cerrado_MS3;-22.024528;-55.473167
P0768;Fish_Cerrado_MS3;-21.994194;-55.654639
P0769;Fish_Cerrado_MS3;-22.03525;-55.793972
P0770;Fish_Cerrado_MS3;-22.056;-55.801778
P0771;Fish_Cerrado_MS3;-22.283889;-55.83025
P0772;Fish_Cerrado_MS3;-22.133028;-53.768472
P0773;Fish_Cerrado_MS3;-21.904611;-53.546139
P0774;Fish_Cerrado_MS3;-21.99425;-53.570111
P0775;Fish_Cerrado_MS3;-22.306139;-53.395722
P0776;Fish_Cerrado_MS3;-22.466994;-53.579306
P0777;Fish_Cerrado_MS3;-21.460278;-55.332528
P0778;Fish_Cerrado_MS3;-21.393833;-55.341972
P0779;Fish_Cerrado_MS3;-21.321667;-55.348389
P0781;Fish_Cerrado_MS3;-21.722417;-55.496028
P0782;Fish_Cerrado_MS3;-21.671306;-55.445444
P0788;Fish_Cerrado_MS3;-22.275853;-53.287967
P0789;Fish_Cerrado_MS3;-22.231083;-53.064389
P0790;Fish_Cerrado_MS3;-22.350417;-53.342889
P0791;Fish_Cerrado_MS3;-22.497222;-53.41025
P0792;Fish_Cerrado_MS3;-22.68456;-54.482452
P0794;Fish_Cerrado_MS3;-22.606611;-53.832667
P0795;Fish_Cerrado_MS3;-21.893583;-53.488639
P0796;Fish_Cerrado_MS3;-21.8825;-53.240639
P0797;Fish_Cerrado_MS3;-22.525694;-54.324583
P0800;Fish_Cerrado_MS3;-22.528361;-54.190333
P0801;Fish_Cerrado_MS3;-22.437333;-54.122694
P0803;Fish_Cerrado_MS3;-22.692611;-53.752694
P0808;Fish_Cerrado_MS3;-21.31347;-55.06572
P0809;Fish_Cerrado_MS3;-22.195553;-54.772008
P0811;Fish_Cerrado_MS3;-22.100479;-54.649977
P0813;Fish_Cerrado_MS3;-22.228707;-54.791463
P0814;Fish_Cerrado_MS3;-22.228872;-54.791078
P0815;Fish_Cerrado_MS3;-22.235071;-54.793931
P0816;Fish_Cerrado_MS3;-22.246993;-54.767393
P0817;Fish_Cerrado_MS3;-22.301559;-54.734691
P0818;Fish_Cerrado_MS3;-22.244111;-54.770979
P0820;Fish_Cerrado_MS3;-22.469152;-54.808311
P0822;Fish_Cerrado_MS3;-22.242314;-54.258712
P0823;Fish_Cerrado_MS3;-22.294744;-54.365234
P0826;Fish_Cerrado_MS3;-22.451923;-55.503347
P0827;Fish_Cerrado_MS3;-22.261864;-55.269468
P0828;Fish_Cerrado_MS3;-22.417626;-53.9038
P0829;Fish_Cerrado_MS3;-22.258282;-53.810673
P0831;Fish_Cerrado_MS3;-22.019551;-54.764369
P0838;Fish_Cerrado_MS3;-22.251404;-54.88781
P0839;Fish_Cerrado_MS3;-22.259737;-54.87832
P0840;Fish_Cerrado_MS3;-22.308582;-54.855533
P0841;Fish_Cerrado_MS3;-22.312387;-54.842315
P0842;Fish_Cerrado_MS3;-22.337875;-54.846674
P0843;Fish_Cerrado_MS3;-22.337875;-54.846674
P0845;Fish_Cerrado_MS3;-22.416111;-53.994917
P0846;Fish_Cerrado_MS3;-22.386222;-53.960528
P0847;Fish_Cerrado_MS3;-22.384056;-53.988528
P0848;Fish_Cerrado_MS3;-22.445286;-53.897114
P0850;Fish_Cerrado_MS3;-22.092528;-53.976722
P0851;Fish_Cerrado_MS3;-22.072944;-53.828639
P0852;Fish_Cerrado_MS3;-22.048333;-53.754972
P0853;Fish_Cerrado_MS3;-22.034833;-53.722194
P0854;Fish_Cerrado_MS3;-22.024167;-53.793778
P0855;Fish_Cerrado_MS3;-22.008056;-53.779722
P0856;Fish_Cerrado_MS3;-21.998167;-53.761972
P0857;Fish_Cerrado_MS3;-22.153806;-52.664972
P0858;Fish_Cerrado_MS3;-22.186537;-54.825388
P0859;Fish_Cerrado_MS3;-22.193784;-54.788143
P0860;Fish_Cerrado_MS3;-22.204616;-54.835024
P0861;Fish_Cerrado_MS3;-22.204037;-54.793611
P0862;Fish_Cerrado_MS3;-22.175933;-54.734315
P0863;Fish_Cerrado_MS3;-22.232014;-54.841617
P0864;Fish_Cerrado_MS3;-22.25154;-54.826924
P0865;Fish_Cerrado_MS3;-22.258967;-54.819122
P0866;Fish_Cerrado_MS3;-22.246008;-54.799868
P0867;Fish_Cerrado_MS3;-22.259048;-54.796707
P0868;Fish_Cerrado_MS3;-22.229413;-54.831277
P0869;Fish_Cerrado_MS3;-22.233967;-54.830776
P0870;Fish_Cerrado_MS3;-22.235924;-54.812687
P0871;Fish_Cerrado_MS3;-22.256107;-54.820149
P0878;Fish_Cerrado_MS3;-21.958889;-54.796694
P0880;Fish_Cerrado_MS3;-21.501386;-55.165151
P0892;Fish_Cerrado_MS3;-21.81585;-54.55
P0893;Fish_Cerrado_MS3;-22.08895;-54.78138
P0894;Fish_Cerrado_MS3;-22.24453;-54.81437
P0898;Fish_Cerrado_MS3;-22.14593;-54.83144
P0899;Fish_Cerrado_MS3;-21.95155;-54.7034
P0900;Fish_Cerrado_MS3;-22.29103;-54.66816
P0910;Fish_Cerrado_MS4;-21.75523;-56.20934
P0911;Fish_Cerrado_MS4;-21.66144;-56.24993
P0913;Fish_Cerrado_MS4;-21.29995;-56.43377
P0915;Fish_Cerrado_MS4;-21.20448;-56.35594
P0916;Fish_Cerrado_MS4;-21.59979;-56.42474
P0917;Fish_Cerrado_MS4;-21.61962;-56.24234
P0921;Fish_Cerrado_MS4;-19.88618;-54.44405
P0924;Fish_Cerrado_MS4;-20.32718;-54.78675
P0925;Fish_Cerrado_MS4;-19.92256;-54.89219
P0926;Fish_Cerrado_MS4;-20.04571;-54.77832
P0927;Fish_Cerrado_MS4;-20.11004;-54.77401
P0928;Fish_Cerrado_MS4;-20.21865;-54.77985
P0929;Fish_Cerrado_MS4;-20.43206;-54.83317
P0931;Fish_Cerrado_MS4;-20.4686;-55.69741
P0932;Fish_Cerrado_MS4;-20.45084;-55.62155
P0933;Fish_Cerrado_MS4;-20.48983;-55.60015
P0934;Fish_Cerrado_MS4;-20.53518;-55.5554
P0936;Fish_Cerrado_MS4;-20.54468;-54.95784
P0939;Fish_Cerrado_MS4;-20.74954;-55.15714
P0940;Fish_Cerrado_MS4;-21.1377;-55.69862
P0942;Fish_Cerrado_MS4;-21.07812;-56.55743
P0943;Fish_Cerrado_MS4;-21.03092;-56.61361
P0945;Fish_Cerrado_MS4;-21.72194;-55.77833
P0946;Fish_Cerrado_MS4;-21.49017;-55.66211
P0947;Fish_Cerrado_MS4;-21.47739;-55.66942
P0948;Fish_Cerrado_MS4;-21.18953;-55.44431
P0949;Fish_Cerrado_MS4;-21.00008;-55.20372
P0950;Fish_Cerrado_MS4;-21.54143;-56.6649
P0952;Fish_Cerrado_MT;-15.859477;-52.281642
P0954;Fish_Cerrado_MT;-15.820095;-52.072124
P0957;Fish_Cerrado_MT;-15.828849;-52.30716
P0958;Fish_Cerrado_MT;-15.842582;-52.306907
P0959;Fish_Cerrado_MT;-15.859306;-52.310274
P0960;Fish_Cerrado_MT;-15.741952;-52.09382
P0961;Fish_Cerrado_MT;-15.595504;-52.376995
P0962;Fish_Cerrado_MT;-15.654146;-52.341054
P0963;Fish_Cerrado_MT;-15.676866;-52.296876
P0964;Fish_Cerrado_MT;-15.768081;-52.15897
P0965;Fish_Cerrado_MT;-15.765042;-52.19796
P0966;Fish_Cerrado_MT;-15.711797;-52.258691
P0967;Fish_Cerrado_MT;-15.799178;-52.293155
P0968;Fish_Cerrado_MT;-15.56744601;-52.52407029
P0969;Fish_Cerrado_MT;-15.55535509;-52.46990477
P0973;Fish_Cerrado_MT;-15.8056668;-52.42986835
P0976;Fish_Cerrado_MT;-15.90117189;-52.48340875
P0977;Fish_Cerrado_MT;-15.89456288;-52.47001911
P0980;Fish_Cerrado_MT;-15.93253827;-52.02101279
P0984;Fish_Cerrado_MT;-15.98448182;-52.28199379
P0985;Fish_Cerrado_MT;-15.94135769;-52.25430317
P0986;Fish_Cerrado_MT;-14.67945;-52.364883
P0987;Fish_Cerrado_MT;-14.781834;-52.607383
P0988;Fish_Cerrado_MT;-14.74045;-52.590283
P0989;Fish_Cerrado_MT;-14.733197;-52.568117
P0991;Fish_Cerrado_MT;-14.752623;-52.691805
P0992;Fish_Cerrado_MT;-14.73295;-52.625617
P0993;Fish_Cerrado_MT;-14.648133;-52.47395
P0994;Fish_Cerrado_MT;-14.7001;-52.693417
P0996;Fish_Cerrado_MT;-14.830833;-52.296467
P0997;Fish_Cerrado_MT;-14.805817;-52.3032
P0998;Fish_Cerrado_MT;-14.624383;-52.381017
P0999;Fish_Cerrado_MT;-15.0902;-52.2174
P1000;Fish_Cerrado_MT;-15.179733;-52.181483
P1012;Fish_MAtlantica_PR;-26.161777;-50.980238
P1013;Fish_MAtlantica_PR;-25.334312;-52.21143
P1014;Fish_MAtlantica_PR;-26.360826;-50.352759
P1015;Fish_MAtlantica_PR;-26.233969;-50.801559
P1016;Fish_MAtlantica_PR;-26.382609;-50.905455
P1017;Fish_MAtlantica_PR;-26.293183;-50.624826
P1019;Fish_MAtlantica_PR;-25.591947;-53.631498
P1020;Fish_MAtlantica_PR;-25.591912;-53.631468
P1021;Fish_MAtlantica_PR;-25.510294;-53.532691
P1022;Fish_MAtlantica_PR;-25.574699;-53.497885
P1023;Fish_MAtlantica_PR;-25.899881;-51.600358
P1024;Fish_MAtlantica_PR;-26.287182;-50.583467
P1026;Fish_MAtlantica_PR;-26.357391;-50.330258
P1027;Fish_MAtlantica_PR;-26.195526;-50.307547
P1028;Fish_MAtlantica_PR;-26.191957;-50.263342
P1029;Fish_MAtlantica_PR;-26.21263;-50.211512
P1031;Fish_MAtlantica_PR;-25.589823;-49.690348
P1036;Fish_MAtlantica_PR;-26.13996;-50.29442
P1038;Fish_MAtlantica_PR;-25.378231;-49.236733
P1039;Fish_MAtlantica_PR;-26.357391;-50.330258
P1041;Fish_MAtlantica_PR;-25.585888;-49.73352
P1042;Fish_MAtlantica_PR;-26.212446;-50.393172
P1043;Fish_MAtlantica_PR;-26.098372;-49.310493
P1044;Fish_MAtlantica_PR;-25.620807;-49.255462
P1045;Fish_MAtlantica_PR;-26.285397;-50.623719
P1046;Fish_MAtlantica_PR;-25.468536;-52.116438
P1047;Fish_MAtlantica_PR;-26.133528;-50.85945
P1048;Fish_MAtlantica_PR;-25.538502;-49.714701
P1049;Fish_MAtlantica_PR;-25.548887;-49.807681
P1051;Fish_MAtlantica_PR;-26.193789;-50.256095
P1052;Fish_MAtlantica_PR;-26.219554;-50.356426
P1053;Fish_MAtlantica_PR;-25.444809;-49.120826
P1054;Fish_MAtlantica_PR;-25.388807;-49.099364
P1056;Fish_MAtlantica_PR;-25.905154;-51.596102
P1058;Fish_MAtlantica_PR;-25.585993;-49.240886
P1059;Fish_MAtlantica_PR;-25.635452;-49.085607
P1060;Fish_MAtlantica_PR;-25.624521;-49.085004
P1061;Fish_MAtlantica_PR;-25.640821;-49.072376
P1062;Fish_MAtlantica_PR;-25.843915;-49.727502
P1063;Fish_MAtlantica_PR;-26.080567;-49.597577
P1064;Fish_MAtlantica_PR;-25.407664;-49.160276
P1065;Fish_MAtlantica_PR;-25.48978;-49.090468
P1066;Fish_MAtlantica_PR;-25.496941;-48.999294
P1067;Fish_MAtlantica_PR;-25.497185;-48.998603
P1068;Fish_MAtlantica_PR;-26.119217;-49.462212
P1069;Fish_MAtlantica_PR;-25.595365;-53.486322
P1072;Fish_MAtlantica_PR;-25.979656;-49.371372
P1074;Fish_MAtlantica_PR;-25.464409;-49.453551
P1075;Fish_MAtlantica_PR;-26.189227;-50.308185
P1076;Fish_MAtlantica_PR;-26.159521;-50.238443
P1080;Fish_MAtlantica_PR;-24.137075;-50.892287
P1082;Fish_MAtlantica_PR;-25.256541;-48.676486
P1084;Fish_MAtlantica_PR;-25.247684;-48.532812
P1085;Fish_MAtlantica_PR;-23.667222;-55.205556
P1086;Fish_MAtlantica_PR2;-23.379539;-51.907544
P1087;Fish_MAtlantica_PR2;-23.373419;-51.896828
P1088;Fish_MAtlantica_PR2;-23.3706;-51.889839
P1090;Fish_MAtlantica_PR2;-23.317892;-51.891486
P1091;Fish_MAtlantica_PR2;-23.30655;-51.892506
P1092;Fish_MAtlantica_PR2;-23.415044;-51.874039
P1093;Fish_MAtlantica_PR2;-23.412372;-51.853842
P1094;Fish_MAtlantica_PR2;-23.404942;-51.840664
P1095;Fish_MAtlantica_PR2;-23.410483;-51.950225
P1096;Fish_MAtlantica_PR2;-23.384789;-51.947181
P1097;Fish_MAtlantica_PR2;-23.354147;-51.957722
P1098;Fish_MAtlantica_PR2;-23.372325;-51.929333
P1099;Fish_MAtlantica_PR2;-23.365139;-51.927042
P1100;Fish_MAtlantica_PR2;-23.344392;-51.931281
P1101;Fish_MAtlantica_PR2;-23.413772;-51.963047
P1102;Fish_MAtlantica_PR2;-23.401111;-51.9675
P1103;Fish_MAtlantica_PR2;-23.381111;-51.970556
P1104;Fish_MAtlantica_PR2;-23.375222;-52.024042
P1105;Fish_MAtlantica_PR2;-23.360906;-52.017356
P1106;Fish_MAtlantica_PR2;-23.345822;-52.014353
P1107;Fish_MAtlantica_PR2;-23.382325;-51.996425
P1108;Fish_MAtlantica_PR2;-23.367792;-51.97875
P1109;Fish_MAtlantica_PR2;-23.358544;-51.965783
P1111;Fish_MAtlantica_PR2;-23.348972;-51.914531
P1112;Fish_MAtlantica_PR2;-23.336558;-51.918847
P1113;Fish_MAtlantica_PR2;-23.399028;-51.859339
P1114;Fish_MAtlantica_PR2;-23.396489;-51.850581
P1115;Fish_MAtlantica_PR2;-23.392972;-51.845839
P1162;Fish_MAtlantica_PR4;-23.348972;-51.914531
P1163;Fish_MAtlantica_PR4;-23.373419;-51.896828
P1164;Fish_MAtlantica_PR4;-23.317892;-51.891486
P1165;Fish_MAtlantica_PR4;-23.412372;-51.853842
P1166;Fish_MAtlantica_PR4;-23.384789;-51.947181
P1167;Fish_MAtlantica_PR4;-23.365139;-51.927097
P1168;Fish_MAtlantica_PR4;-23.401289;-51.967658
P1169;Fish_MAtlantica_PR4;-23.360906;-52.017356
P1170;Fish_MAtlantica_PR4;-23.367792;-51.97875
P1171;Fish_MAtlantica_PR4;-23.396489;-51.850581
P1172;Fish_MAtlantica_PR4;-25.080444;-53.22525
P1173;Fish_MAtlantica_PR4;-25.040222;-53.343306
P1174;Fish_MAtlantica_PR4;-25.101722;-53.311056
P1175;Fish_MAtlantica_PR4;-25.520889;-53.600917
P1176;Fish_MAtlantica_PR4;-25.363528;-53.172028
P1177;Fish_MAtlantica_PR4;-25.011556;-53.33175
P1178;Fish_MAtlantica_PR4;-25.475333;-53.614694
P1179;Fish_MAtlantica_PR4;-25.20425;-53.181583
P1180;Fish_MAtlantica_PR4;-25.20425;-53.149056
P1181;Fish_MAtlantica_PR4;-24.946278;-53.469
P1182;Fish_MAtlantica_PR4;-24.287011;-53.828475
P1183;Fish_MAtlantica_PR4;-24.756389;-53.709167
P1184;Fish_MAtlantica_PR4;-25.613344;-54.431692
P1185;Fish_MAtlantica_PR4;-25.572028;-54.504456
P1189;Fish_MAtlantica_SP;-20.608111;-49.711639
P1195;Fish_MAtlantica_SP;-20.674278;-50.021083
P1196;Fish_MAtlantica_SP;-20.631472;-50.0215
P1197;Fish_MAtlantica_SP;-20.637889;-50.15275
P1198;Fish_MAtlantica_SP;-20.597583;-50.281722
P1202;Fish_MAtlantica_SP;-20.329417;-50.284417
P1205;Fish_MAtlantica_SP;-20.462889;-50.472389
P1207;Fish_MAtlantica_SP;-20.602472;-50.422222
P1208;Fish_MAtlantica_SP;-20.628639;-50.371611
P1209;Fish_MAtlantica_SP;-20.60575;-50.568056
P1212;Fish_MAtlantica_SP;-20.382944;-50.585722
P1213;Fish_MAtlantica_SP;-20.424528;-50.602917
P1214;Fish_MAtlantica_SP;-20.463472;-50.585028
P1215;Fish_MAtlantica_SP;-20.308139;-50.641278
P1216;Fish_MAtlantica_SP;-20.347583;-50.6785
P1217;Fish_MAtlantica_SP;-20.386472;-50.78175
P1220;Fish_MAtlantica_SP;-20.151639;-50.912917
P1223;Fish_MAtlantica_SP;-20.371972;-50.050361
P1224;Fish_MAtlantica_SP;-20.261333;-50.147611
P1225;Fish_MAtlantica_SP;-20.135806;-50.186306
P1226;Fish_MAtlantica_SP;-20.087833;-50.206944
P1227;Fish_MAtlantica_SP;-20.013806;-50.04
P1229;Fish_MAtlantica_SP;-20.243611;-50.484861
P1231;Fish_MAtlantica_SP;-20.168472;-50.492833
P1232;Fish_MAtlantica_SP;-20.128806;-50.491361
P1234;Fish_MAtlantica_SP;-20.222111;-50.687722
P1235;Fish_MAtlantica_SP;-20.196778;-50.638583
P1236;Fish_MAtlantica_SP;-20.144167;-50.732611
P1237;Fish_MAtlantica_SP;-20.056944;-50.688917
