ID_Point,ID_File,ID_Name,Group,Biome,Latitude,Longitude,Name,Description,Icon,X.Deforestation,Altitude,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,Density,Hand50,Hand100,Hand500,SA2001Tree,Slope,UTMZone,ClasseSolo,PercMA50m,PercMA100m,PercMA200m,PercMA500m,listabiomas
P0048,Ephe_MAtlantica_ES.xlsxP48,Ephe_MAtlantica_ES,Ephe,MAtlantica,-18.92788889,-39.98608333,corrego48,Ephe_MAtlantica_ES,160,NA,46.11,240.29,94,64,1574.77,314.29,169.29,145,253.29,220.29,261,220.29,1212.11,177,43.6,45.4,503.04,155.6,360,155.6,19.94,11.92,19.37,34.68,13.16,4.76,24,Argissolos Amarelos Distrocoesos,0,0,0,0.03,ATLANTIC FOREST
P0049,Fish_Amazonia_PA.xlsxP1,Fish_Amazonia_PA,Fish,Amazonia,-2.762703,-47.871188,igarapé1,fish_Amazonia_PA,157,38.59,55.83,267.64,102,87,273.83,327.64,211.16,116.48,265.16,268.37,270.79,263.64,2182.07,426.37,46.57,75,1144.73,144.72,196.94,1091.31,20.6,37.71,36.42,37.71,81.69,3.59,23,Neossolos Fluvicos Tb Distroficos,1,1,0.98,0.9,AMAZONIA
P0050,Fish_Amazonia_PA.xlsxP2,Fish_Amazonia_PA,Fish,Amazonia,-2.747055,-47.855263,igarapé2,fish_Amazonia_PA,157,52.45,70.34,266.8,101.75,87,278,326.25,210.25,116,264,267.25,270.04,262.8,2181.91,425.46,47.45,74.79,1141.57,147.41,197.66,1089.07,17.82,51.48,57.76,51.48,78.42,3.34,23,Neossolos Fluvicos Tb Distroficos,1,1,1,0.99,AMAZONIA
P0051,Fish_Amazonia_PA.xlsxP3,Fish_Amazonia_PA,Fish,Amazonia,-2.90183,-47.701693,igarapé3,fish_Amazonia_PA,157,27.54,89.19,267.12,102,87,305.34,327.03,210.15,116.88,264.15,268.12,271,263.12,1997.28,412.02,35.02,79.12,1090.79,115.9,175.88,1027.96,13.06,38.71,26.94,64.06,58.15,2.57,23,Latossolos Amarelos Distroficos,0.84,0.73,0.54,0.36,AMAZONIA
P0052,Fish_Amazonia_PA.xlsxP4,Fish_Amazonia_PA,Fish,Amazonia,-2.901718,-47.695643,igarapé4,fish_Amazonia_PA,157,22.57,105.33,265.79,102,86.38,301.45,326.38,208.79,117.59,262.79,266.79,269.75,261.79,1995.15,412,35,79.03,1089.46,116.52,176.52,1026.57,12.45,54.77,35.52,80.2,41.07,3.71,23,Latossolos Amarelos Distroficos,1,0.89,0.76,0.57,AMAZONIA
P0053,Fish_Amazonia_PA.xlsxP5,Fish_Amazonia_PA,Fish,Amazonia,-2.912557,-47.679301,igarapé5,fish_Amazonia_PA,157,43.02,123.05,265.69,102,86.61,295.95,325.94,208.69,117.25,262.69,266.69,269.55,261.69,1977.67,411,34.2,79.8,1084.54,113.92,174.06,1020.82,13.22,72.49,42.79,97.92,58.07,5.33,23,Latossolos Amarelos Distroficos,1,0.86,0.75,0.72,AMAZONIA
P0054,Fish_Amazonia_PA.xlsxP6,Fish_Amazonia_PA,Fish,Amazonia,-2.94069,-46.800658,igarapé6,fish_Amazonia_PA,157,32.82,74.78,266.29,99,85,353.14,327.29,211.29,116,263.29,271.29,271.29,262.29,1871.45,373.19,47,73,961.19,150.22,150.22,925.19,16.78,10.77,13.16,12.73,80.17,0.51,23,Plintossolos Haplicos Distroficos,0.9,0.89,0.75,0.38,AMAZONIA
P0055,Fish_Amazonia_PA.xlsxP7,Fish_Amazonia_PA,Fish,Amazonia,-3.1294,-46.87297,igarapé7,fish_Amazonia_PA,157,9.81,89.75,266.43,100,84.58,343.24,327.67,210.25,117.42,263,267.67,271,263,1775.74,369,41,77.25,945,124.75,142,782.39,13.84,4.53,15.88,29.71,58.67,1.87,23,Plintossolos Haplicos Distroficos,1,0.81,0.57,0.24,AMAZONIA
P0056,Fish_Amazonia_PA.xlsxP8,Fish_Amazonia_PA,Fish,Amazonia,-3.200595,-47.625126,igarapé8,fish_Amazonia_PA,157,14.06,96.97,267.75,103,85.98,291.3,328.75,209.73,119.02,264.92,268.75,271.73,264.73,1798.31,395.02,23,85,1024.89,84.03,151.89,962.84,15.63,33.3,34.52,47.69,22.42,0.94,23,Latossolos Amarelos Distroficos,0.84,0.72,0.52,0.38,AMAZONIA
P0057,Fish_Amazonia_PA.xlsxP9,Fish_Amazonia_PA,Fish,Amazonia,-3.210043,-47.602725,igarapé9,fish_Amazonia_PA,157,3.15,138.83,265.06,103,85.91,261.86,326.06,206.97,119.09,262.97,265.97,268.97,261.97,1783.45,393.13,22.23,85,1018.08,83.3,151.09,955.23,13.2,75.16,59.45,89.55,57.53,4.92,23,Latossolos Amarelos Distroficos,1,1,1,0.98,AMAZONIA
P0058,Fish_Amazonia_PA.xlsxP10,Fish_Amazonia_PA,Fish,Amazonia,-3.295341,-47.182912,igarapé10,fish_Amazonia_PA,157,2.11,201.7,264.62,102,85,311.93,326.36,206.62,119.73,262.09,265.36,268.62,261.36,1665.58,368.73,25.73,83.77,935.39,89.34,135.46,889.93,15.75,123.18,119.33,129.07,41.49,2.03,23,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0059,Fish_Amazonia_PA.xlsxP11,Fish_Amazonia_PA,Fish,Amazonia,-3.334648,-47.179643,igarapé11,fish_Amazonia_PA,157,21.74,96.58,266.38,102.04,85.04,305.19,328.02,208.42,119.61,264.34,267.42,270.42,263.02,1646.41,366,24.98,84.38,926.96,86.56,132,883.96,20.06,16.06,20.19,21.71,26.48,2.53,23,Plintossolos Haplicos Distroficos,0.99,0.91,0.92,0.82,AMAZONIA
P0060,Fish_Amazonia_PA.xlsxP12,Fish_Amazonia_PA,Fish,Amazonia,-3.365448,-47.834143,igarapé12,fish_Amazonia_PA,157,17.24,130.79,266.96,104,86,269.34,327.96,207.96,120,264.72,267.96,269.98,262.96,1836.99,399.16,22,86,1046.01,80.02,156.24,986.01,12.58,45.84,40.08,52.87,81.38,2.15,23,Latossolos Amarelos Distroficos,0.19,0.2,0.19,0.19,AMAZONIA
P0061,Fish_Amazonia_PA.xlsxP13,Fish_Amazonia_PA,Fish,Amazonia,-3.450293,-47.463749,igarapé13,fish_Amazonia_PA,157,43.42,166.76,266.81,104,86,302.87,327.81,207.81,120,264.81,267.81,270.81,263.78,1618.16,370.06,18.03,88.94,933.12,71.06,130.54,890.47,20.18,68.52,11.07,76.77,73.17,0.82,23,Latossolos Amarelos Distroficos,0,0,0.02,0.02,AMAZONIA
P0062,Fish_Amazonia_PA.xlsxP14,Fish_Amazonia_PA,Fish,Amazonia,-3.462548,-47.450333,igarapé14,fish_Amazonia_PA,157,27.15,108.95,266.59,104,85,297.48,327.94,206.94,121,264.59,267,270.59,263.59,1606.25,368.51,18,88.92,927.55,69.08,128.94,886.04,21.73,12.68,6.34,18.96,30.37,1.98,23,Latossolos Amarelos Distroficos,0.66,0.35,0.31,0.37,AMAZONIA
P0063,Fish_Amazonia_PA.xlsxP15,Fish_Amazonia_PA,Fish,Amazonia,-3.462256,-47.427053,igarapé15,fish_Amazonia_PA,157,8.13,96.16,267,103.42,85.04,298.62,328,207.62,120.38,264.65,267.62,271,263.65,1602.63,367.62,18,89,924.34,69.97,128.04,883.29,23.95,0.93,2.88,6.17,80.85,2.53,23,Latossolos Amarelos Distroficos,0.84,0.52,0.34,0.35,AMAZONIA
P0064,Fish_Amazonia_PA.xlsxP16,Fish_Amazonia_PA,Fish,Amazonia,-2.588643,-46.957875,igarapé16,fish_Amazonia_PA,157,16.04,112.26,262.87,98,85,358.4,323.87,208.87,115,259.75,267.87,267.87,258.87,2013.57,384,48,68,995,166.11,166.11,960,10.41,17.11,52.2,48.07,64.01,2.92,23,Latossolos Amarelos Distroficos,0.89,0.5,0.19,0.12,AMAZONIA
P0065,Fish_Amazonia_PA.xlsxP17,Fish_Amazonia_PA,Fish,Amazonia,-2.59756,-46.967824,igarapé17,fish_Amazonia_PA,157,32.82,108.96,263,98,85,357.37,324,209,115,259.62,268,268,259,2009.23,384,48,68,995,166,166,973.17,10.16,20.89,38.18,44.77,54.31,2.41,23,Latossolos Amarelos Distroficos,0.71,0.48,0.24,0.1,AMAZONIA
P0066,Fish_Amazonia_PA.xlsxP18,Fish_Amazonia_PA,Fish,Amazonia,-3.737259,-48.511228,igarapé18,fish_Amazonia_PA,157,0,112.73,268.18,104,85,273.76,330,209,121,266.18,270.18,271.69,264.18,2107.24,425.69,24,84,1178.55,82,118,1108.86,18.83,7.51,13.88,35.27,82.17,1.62,22,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0067,Fish_Amazonia_PA.xlsxP19,Fish_Amazonia_PA,Fish,Amazonia,-3.782833,-48.51207,igarapé19,fish_Amazonia_PA,157,0,133.83,267.89,104.11,85.11,272.58,329.96,208.85,121.11,266,270,271.23,263.89,2099.87,425,23,84,1175.66,80.15,117.15,1107.28,28.05,36.3,39.07,56.37,78.08,0.53,22,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0068,Fish_Amazonia_PA.xlsxP20,Fish_Amazonia_PA,Fish,Amazonia,-3.120638,-47.46232,igarapé21,fish_Amazonia_PA,157,35.78,120.19,266,102,86.43,301.13,326.38,208.81,117.57,263.43,266.81,270,262.55,1768.39,390.73,24,84,1008.66,88,149,943.47,15.71,27.88,4.02,35.2,17.62,1.13,23,Latossolos Amarelos Distroficos,1,0.92,0.69,0.58,AMAZONIA
P0069,Fish_Amazonia_PA.xlsxP21,Fish_Amazonia_PA,Fish,Amazonia,-3.176014,-47.324089,igarapé22,fish_Amazonia_PA,157,24.11,140.41,263.3,102,85,323.15,324.3,205.3,119,260.3,264.3,267.3,259.29,1722.04,380.99,25,84,974.68,90,142.69,917.68,13.88,31.59,40.54,62.89,75.84,3.37,23,Latossolos Amarelos Distroficos,1,0.96,0.8,0.84,AMAZONIA
P0070,Fish_Amazonia_PA.xlsxP22,Fish_Amazonia_PA,Fish,Amazonia,-3.716832,-48.134219,igarapé23,fish_Amazonia_PA,157,3.17,115.99,267.86,105,86,268.06,329.86,207.86,122,265.86,269.86,270.93,263.93,1902.95,404.07,19.07,86.07,1083.08,73.07,166.99,1021.01,17.34,1.03,0.7,19.13,51.26,2.28,22,Latossolos Amarelos Distroficos,0.96,0.8,0.83,0.95,AMAZONIA
P0071,Fish_Amazonia_PA.xlsxP23,Fish_Amazonia_PA,Fish,Amazonia,-3.757758,-48.116052,igarapé24,fish_Amazonia_PA,157,67.71,105.14,267.25,105,85.25,280.31,330,207.25,122.75,265.25,269.25,271,263.25,1882.3,401.79,18.79,87,1074.42,70.79,121.13,1013.34,20.51,1.44,2.89,8.46,62.02,1.93,22,Latossolos Amarelos Distroficos,0.23,0.33,0.25,0.11,AMAZONIA
P0072,Fish_Amazonia_PA.xlsxP24,Fish_Amazonia_PA,Fish,Amazonia,-3.775184,-48.10423,igarapé25,fish_Amazonia_PA,157,32.53,95.5,268.05,105,85.95,253.45,329.12,208,121.12,266.05,269.07,270.12,264.05,1871.12,400.33,18,87,1069.07,70,107.75,1008.74,22.8,1.24,4.94,1.06,88.48,2.4,22,Latossolos Amarelos Distroficos,0.64,0.77,0.6,0.67,AMAZONIA
P0073,Fish_Amazonia_PA.xlsxP25,Fish_Amazonia_PA,Fish,Amazonia,-3.298034,-47.129477,igarapé26,fish_Amazonia_PA,157,7.69,151.98,266.15,102,85,333.99,327.57,208.03,119.55,263.45,266.69,270.38,262.45,1666.06,367,27,83.79,931.45,91.43,133.43,888.12,18.5,69.93,54.92,75.79,14.75,1.32,23,Plintossolos Haplicos Distroficos,1,0.96,0.89,0.93,AMAZONIA
P0074,Fish_Amazonia_PA.xlsxP26,Fish_Amazonia_PA,Fish,Amazonia,-3.386411,-47.123829,igarapé27,fish_Amazonia_PA,157,55.88,92.11,267.49,103,85,322.8,329,208.68,120.32,265,267.68,271.49,263.77,1628.56,361.91,25,85,915.41,85.23,129.68,875.41,20.99,16.56,13.53,16.56,21.71,3.18,23,Plintossolos Haplicos Distroficos,1,1,0.84,0.41,AMAZONIA
P0075,Fish_Amazonia_PA.xlsxP27,Fish_Amazonia_PA,Fish,Amazonia,-3.497027,-47.07467,igarapé28,fish_Amazonia_PA,157,65.82,91.85,267,103,84.53,323.86,329,207.53,121.47,264.65,267.35,271,263.53,1588.57,354.45,24,85.35,894.38,81,125,778.65,12.9,11.63,13.33,16.87,78.85,1.33,23,Plintossolos Haplicos Distroficos,0.17,0.11,0.12,0.08,AMAZONIA
P0076,Fish_Amazonia_PA.xlsxP28,Fish_Amazonia_PA,Fish,Amazonia,-3.398079,-47.777941,igarapé29,fish_Amazonia_PA,157,39.91,108.61,266.65,104,86,267.39,327.65,207.65,120,264.65,267.65,269.65,263.1,1787.92,393.45,20.06,86.67,1023.13,76.12,151.12,966.01,9.11,19.42,20.9,59.51,74.14,3.94,23,Latossolos Amarelos Distroficos,1,1,0.95,0.7,AMAZONIA
P0077,Fish_Amazonia_PA.xlsxP29,Fish_Amazonia_PA,Fish,Amazonia,-3.366245,-47.870424,igarapé30,fish_Amazonia_PA,157,17.96,106.08,266.68,104,86,272.11,328.34,208.34,120,263.92,268.34,270.34,262.92,1856.28,401.38,22.04,85.72,1055.46,80.08,158.08,994.66,16.39,38.62,33.38,28.16,60.03,1.99,23,Latossolos Amarelos Distroficos,0.38,0.51,0.41,0.26,AMAZONIA
P0078,Fish_Amazonia_PA.xlsxP30,Fish_Amazonia_PA,Fish,Amazonia,-2.665558,-47.086375,igarapé31,fish_Amazonia_PA,157,4.54,139.24,261.94,99,85.19,345.77,323.7,207.89,115.81,258.75,266.89,266.89,257.94,1975.28,387.63,52,71,1003.63,165.81,165.81,963.37,16.94,47.34,64.32,63.33,30.45,2.01,23,Latossolos Amarelos Distroficos,0.98,0.84,0.46,0.51,AMAZONIA
P0079,Fish_Amazonia_PA.xlsxP31,Fish_Amazonia_PA,Fish,Amazonia,-3.193333,-47.541055,igarapé32,fish_Amazonia_PA,157,18.52,124.72,266.05,102.33,85.25,310.01,327.72,208.65,119.08,263.75,267.72,270.72,262.83,1763.98,390.9,22,85.3,1008.74,82.92,148,946.52,13.31,48.25,50.18,73.36,70.64,3.74,23,Latossolos Amarelos Distroficos,0.7,0.57,0.39,0.39,AMAZONIA
P0080,Fish_Amazonia_PA.xlsxP32,Fish_Amazonia_PA,Fish,Amazonia,-3.19263,-47.529274,igarapé33,fish_Amazonia_PA,157,14.81,148,264,103,86.65,287.39,325,206.65,118.35,261.67,265.65,268,260.67,1761.61,390.33,22.66,85.33,1006.96,84.33,148.66,943.32,14.07,71.79,82.69,96.64,63.94,3.97,23,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0081,Fish_Amazonia_PA.xlsxP33,Fish_Amazonia_PA,Fish,Amazonia,-3.253212,-48.059634,igarapé34,fish_Amazonia_PA,157,5.08,59.07,268.3,103.28,86.98,239.71,328.32,210.02,118.3,266.02,269.32,271.02,265.01,2021.73,418.99,28.7,83,1128.96,93.4,176.04,1059.97,27.66,17.94,16.3,17.94,16.12,1.48,22,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0082,Fish_Amazonia_PA.xlsxP34,Fish_Amazonia_PA,Fish,Amazonia,-3.290455,-48.029239,igarapé35,fish_Amazonia_PA,157,0.45,111.68,267.01,104,86.59,252.59,328.01,208.6,119.41,264.51,268.6,270.01,263.51,1986.46,415.49,27,83.41,1114.15,90.24,148.33,1046.4,27.66,60.53,43.12,60.58,70.96,2.89,22,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0083,Fish_Amazonia_PA.xlsxP35,Fish_Amazonia_PA,Fish,Amazonia,-3.006881,-47.079855,igarapé36,fish_Amazonia_PA,157,53.25,97.71,266.4,100.71,85,335.74,328.11,210.4,117.71,263.4,267.4,270.95,263.11,1802.98,378,39.16,78,971.27,123.32,148.16,925.38,18.55,32.33,39.43,32.33,76.58,1.65,23,Latossolos Amarelos Distroficos,1,1,0.92,0.69,AMAZONIA
P0084,Fish_Amazonia_PA.xlsxP36,Fish_Amazonia_PA,Fish,Amazonia,-2.954856,-46.746688,igarapé37,fish_Amazonia_PA,157,15.78,65.48,267,99,84.7,340.23,328.3,212,116.3,263.78,271.52,271.52,263.3,1875.25,372,46,73,958.52,149.8,149.8,922.81,26.15,1.47,1.74,3.43,45.16,1.25,23,Plintossolos Haplicos Distroficos,1,0.96,0.52,0.34,AMAZONIA
P0085,Fish_Amazonia_PA.xlsxP37,Fish_Amazonia_PA,Fish,Amazonia,-2.912152,-46.941523,igarapé38,fish_Amazonia_PA,157,76.16,71.28,266.71,99.29,84.87,355.52,327.71,211.3,116.42,263.71,267.42,271.71,263.22,1863.28,377,47,74,970.8,148,152,931.22,17.72,12.86,15.42,12.86,21.33,1.54,23,Latossolos Amarelos Distroficos,0,0,0.02,0.12,AMAZONIA
P0086,Fish_Amazonia_PA.xlsxP38,Fish_Amazonia_PA,Fish,Amazonia,-3.021663,-46.949053,igarapé39,fish_Amazonia_PA,157,24.43,140.1,264.06,100,84.35,364.61,325.7,208.06,117.65,260.56,265.06,269.06,260.41,1812.87,374.5,43.29,76.35,960.85,132.94,147.8,918.7,13.77,69.96,90.82,80.65,45.85,5.37,23,Latossolos Amarelos Distroficos,0,0,0.07,0.09,AMAZONIA
P0087,Fish_Amazonia_PA.xlsxP39,Fish_Amazonia_PA,Fish,Amazonia,-3.086545,-46.969354,igarapé40,fish_Amazonia_PA,157,0.31,80.48,264.14,100.39,84.35,359.3,326.14,208.09,118.04,261.14,265.14,269.14,261.14,1781.1,373,40,78,955,123.25,144.29,801.72,12.77,3.6,16.83,21.03,80.86,7.88,23,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0088,Fish_Amazonia_PA.xlsxP40,Fish_Amazonia_PA,Fish,Amazonia,-3.192067,-47.017891,igarapé41,fish_Amazonia_PA,157,0,217.98,260.87,101.92,84.97,339.74,321.92,202.97,118.95,257.87,260.92,264.92,256.87,1731.34,370.05,35,80,943.18,111.08,141,878.1,8.44,135.72,140.75,139.1,75.2,5.44,23,Latossolos Amarelos Distroficos,1,1,0.83,0.76,AMAZONIA
P0089,Fish_Amazonia_PA.xlsxP41,Fish_Amazonia_PA,Fish,Amazonia,-3.282473,-47.584629,igarapé42,fish_Amazonia_PA,157,13.84,75.84,267.2,103,85.8,277.4,328.2,209,119.2,265,268.2,271.2,264.2,1743.28,387.98,21,86,999.14,79,145.98,942.14,12.63,1.44,6.51,26.56,84,1.26,23,Latossolos Amarelos Distroficos,1,0.71,0.48,0.45,AMAZONIA
P0090,Fish_Amazonia_PA.xlsxP42,Fish_Amazonia_PA,Fish,Amazonia,-2.757348,-47.790534,igarapé43,fish_Amazonia_PA,157,54.79,66.34,266.93,102,87.15,270.76,326.85,210.15,116.7,263.69,267.15,270,263,2138.8,421,47,75,1124.38,144.15,193,1072.38,9.29,15.5,40.01,51.08,74.66,2.32,23,Latossolos Amarelos Distroficos,0.74,0.84,0.9,0.96,AMAZONIA
P0091,Fish_Amazonia_PA.xlsxP43,Fish_Amazonia_PA,Fish,Amazonia,-3.28516,-47.516689,igarapé44,fish_Amazonia_PA,157,45.83,101.44,266.98,103,85.72,275.64,327.98,208.7,119.28,264.7,267.98,270.98,263.98,1713.9,383.88,21,86.98,983.58,78.9,141.9,928.41,12.71,18.3,26.07,52.16,73.4,1.34,23,Latossolos Amarelos Distroficos,0.94,0.66,0.38,0.31,AMAZONIA
P0092,Fish_Amazonia_PA.xlsxP44,Fish_Amazonia_PA,Fish,Amazonia,-3.008048,-47.158294,igarapé45,fish_Amazonia_PA,157,19.21,99.7,265.06,101,85.73,317.96,325.32,208.06,117.27,262.03,265.79,269.06,261.06,1798.95,381,36.02,79,979.95,117.39,149.1,929.06,24.94,23.94,48.75,23.94,57.05,2.16,23,Latossolos Amarelos Distroficos,0.93,0.81,0.61,0.49,AMAZONIA
P0093,Fish_Amazonia_PA.xlsxP45,Fish_Amazonia_PA,Fish,Amazonia,-3.669697,-48.514682,igarapé46,fish_Amazonia_PA,157,0,141.64,266.75,104.41,85.57,281.93,328.59,207.75,120.84,264.75,269.18,270.18,262.75,2122.34,427,25,83.57,1185.32,84,120,1112.91,14.96,23.3,44.27,64.18,79.83,3.48,22,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0094,Fish_Amazonia_PA.xlsxP46,Fish_Amazonia_PA,Fish,Amazonia,-3.734168,-48.423867,igarapé47,fish_Amazonia_PA,157,0,160.09,267.07,105,86,272.51,329.07,207.07,122,264.77,269.07,270.07,262.77,2066.06,421.69,23,84,1160.37,80.31,116.31,1090.76,13.79,46.33,79.25,69.96,70.25,0.95,22,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0095,Fish_Amazonia_PA.xlsxP47,Fish_Amazonia_PA,Fish,Amazonia,-3.731994,-48.284658,igarapé48,fish_Amazonia_PA,157,0.59,131.27,266.75,105,86,271.71,328.76,207.49,121.27,264.75,268.76,269.5,262.75,1987.97,413.99,21,85.74,1124.97,76.25,159.51,1057.99,18.4,21.23,30.53,46.92,82.8,2.64,22,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0096,Fish_Amazonia_PA.xlsxP48,Fish_Amazonia_PA,Fish,Amazonia,-3.084704,-47.117616,igarapé49,fish_Amazonia_PA,157,18.16,88.03,267,101,84.93,316.86,328.07,210,118.07,264,267.13,271,263.13,1762.86,376.87,34.06,80,964.87,111,144,917.87,17.44,9.45,0.04,9.45,17.11,1.45,23,Latossolos Amarelos Distroficos,0.55,0.52,0.31,0.33,AMAZONIA
P0097,Fish_Amazonia_PA.xlsxP49,Fish_Amazonia_PA,Fish,Amazonia,-3.539783,-48.820705,igarapé50,fish_Amazonia_PA,157,0.58,88.04,269.21,104,87.21,275.65,330,211.21,118.79,267.78,271.9,272.9,265.57,2267.02,438.53,28,81,1247.07,94,127,1168.38,27.24,5.81,1.09,23.22,80.47,0.72,22,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0098,Fish_Amazonia_PA.xlsxP50,Fish_Amazonia_PA,Fish,Amazonia,-3.068438,-47.118609,igarapé51,fish_Amazonia_PA,157,10.08,93.59,265.75,101,85.16,317.31,326.64,208.8,117.84,262.75,265.81,269.8,261.8,1773.62,377.89,34.99,79.95,967.94,113.93,146.1,919.84,16.58,20.35,10.79,20.35,55.2,2.8,23,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0099,Fish_Amazonia_PA.xlsxP51,Fish_Amazonia_PA,Fish,Amazonia,-2.689134,-54.499384,igarapé52,fish_Amazonia_PA,157,98.15,140.86,253,91,78,575.63,314,198,116,249.47,259,261,247.55,2053.8,385.44,43.78,68,1008.81,137.87,144.78,521.97,15.52,35.2,51.88,138.32,50.38,1.3,21,Latossolos Amarelos Distroficos,0.59,0.55,0.52,0.41,AMAZONIA
P0100,Fish_Amazonia_PA.xlsxP52,Fish_Amazonia_PA,Fish,Amazonia,-2.730634,-54.492662,igarapé53,fish_Amazonia_PA,157,26.99,99.85,254.42,91,78,548.88,315.42,199.42,116,250.42,260.42,262.42,249.41,2036.24,381.93,43.56,67.99,995.33,137.56,143.57,513.39,11.76,0.17,30.49,97.31,44.49,2.29,21,Latossolos Amarelos Distroficos,1,0.95,0.83,0.64,AMAZONIA
P0101,Fish_Amazonia_PA.xlsxP53,Fish_Amazonia_PA,Fish,Amazonia,-2.734218,-54.594107,igarapé54,fish_Amazonia_PA,157,49.07,115.38,254,92,77.15,563.9,315.85,198,117.85,250.85,259.85,262,248.99,2124.32,421.6,45,69,1051.73,139,140,539.44,16.55,2.59,20.24,42.37,66.34,3.81,21,Latossolos Amarelos Distroficos,0.95,0.86,0.72,0.52,AMAZONIA
P0102,Fish_Amazonia_PA.xlsxP54,Fish_Amazonia_PA,Fish,Amazonia,-2.737495,-54.832469,igarapé55,fish_Amazonia_PA,157,39.01,144.9,253.75,95.1,78.1,573.79,316.75,195.75,121,250.51,262.06,262.06,248.06,2177.4,451.42,39.7,70,1073.62,136.1,136.1,559.51,19.25,53.38,36.6,74.24,57.31,3.26,21,Latossolos Amarelos Distroficos,0.63,0.55,0.56,0.39,AMAZONIA
P0103,Fish_Amazonia_PA.xlsxP55,Fish_Amazonia_PA,Fish,Amazonia,-2.836301,-54.465884,igarapé56,fish_Amazonia_PA,157,22.3,131.34,252.76,92.24,78.24,539,313.76,196.76,117,249.76,258.57,260.76,247.76,1977.33,364.33,43.24,66.94,954.81,137.5,145.73,559.38,13.41,37.92,132.64,103.34,81.97,1.12,21,Latossolos Amarelos Distroficos,0.44,0.45,0.56,0.58,AMAZONIA
P0104,Fish_Amazonia_PA.xlsxP56,Fish_Amazonia_PA,Fish,Amazonia,-2.82119,-54.456773,igarapé57,fish_Amazonia_PA,157,18.45,136.04,254.22,92,78.15,548.28,315.08,198.22,116.85,251.08,259.22,262.08,248.85,1971.78,361.49,42.63,66.37,951.19,136.63,144.96,487.85,9.86,42.62,101.72,108.04,69.75,4.51,21,Latossolos Amarelos Distroficos,1,1,1,0.99,AMAZONIA
P0105,Fish_Amazonia_PA.xlsxP57,Fish_Amazonia_PA,Fish,Amazonia,-2.845551,-54.993387,igarapé58,fish_Amazonia_PA,157,0,153.03,255.09,97,78.37,556.25,320.07,197.43,122.63,252.09,262.07,263.09,250.09,2009.92,365.87,44.59,65,937.8,139,149.04,794.55,10.63,99.56,119.15,152.03,89.64,3.88,21,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0106,Fish_Amazonia_PA.xlsxP58,Fish_Amazonia_PA,Fish,Amazonia,-2.845829,-55.007498,igarapé59,fish_Amazonia_PA,157,0,102.04,257.01,97,78.71,564.3,321.15,198.86,122.29,253.55,263.45,265.31,252.01,2006.22,362.18,44,65,932.12,139,149.9,703.77,12.03,48.57,85.75,101.04,81.83,2.68,21,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0107,Fish_Amazonia_PA.xlsxP59,Fish_Amazonia_PA,Fish,Amazonia,-2.841301,-55.006581,igarapé60,fish_Amazonia_PA,157,0.41,121.01,256.88,97,78.14,562.2,321.32,198.46,122.86,253.32,263.32,264.97,251.88,2006.29,362.28,44.14,64.91,932.59,139,150.04,769.66,11.98,67.54,89.73,120.01,86.17,2.29,21,Latossolos Amarelos Distroficos,1,1,1,1,AMAZONIA
P0108,Fish_Amazonia_PA.xlsxP60,Fish_Amazonia_PA,Fish,Amazonia,-2.874302,-54.830025,igarapé61,fish_Amazonia_PA,157,24.1,86.5,255.29,96,78.44,566.51,318.38,196.82,121.56,252.38,261.29,263.29,249.82,2108.42,420.25,42,68,1018.69,142,142,524.34,26.69,28.01,20.7,32.56,43.61,2.05,21,Latossolos Amarelos Distroficos,1,0.92,0.78,0.59,AMAZONIA
P0109,Fish_Amazonia_PA.xlsxP61,Fish_Amazonia_PA,Fish,Amazonia,-2.859468,-54.790886,igarapé62,fish_Amazonia_PA,157,40.5,71.08,254.79,95,78.2,556.44,317.79,196.99,120.8,251.76,262.79,262.79,249.76,2137.9,435.09,40,69,1042.24,140.97,140.97,595.25,26.24,9.12,42.16,6.4,68.82,2.44,21,Latossolos Amarelos Distroficos,0.99,0.75,0.53,0.63,AMAZONIA
