ID_Point,Latitude,Longitude,Name,Description,Icon,%Deforestation,Acestrorhynchus_falcatus,Aequidens_gerciliae,Ancistrus_sp_1,Ancistrus_sp_2,Ancistrus_sp_3,Ancistrus_sp_4,Ancistrus_sp_5,Anostomus_ternetzi,Aphyocharax_sp.,Astyanax_aff_bimaculatus,Astyanax_cf_anterior,Astyanax_cf_maximus,Astyanax_sp,Boulengerella_maculata,Brachyhypopomus_cf_sullivani,Brycon_falcatus,Bryconops_cf_caudomaculatus,Bryconops_cf_giacopinii,Callichthys_callichthys,Caquetaia_spectabilis,Cetopsis_aff_sandrae,Cetopsorhamdia_sp_1,Characidium_aff_zebra,Characidium_sp_,Cichla_cf_mirianae,Corydoras_cf_bondi,Corydoras_cf_polystictus,Corydoras_sp,Creagrutus_ignotus,Creagrutus_petilus,Crenicichla_aff_acutirostris,Crenicichla_aff_isbrueckeri,Crenicichla_aff_semicincta,Crenicichla_cf_hemera,Curculionichthys_itaim,Cyphocharax_gangamon,Cyphocharax_notatus,Cyphocharax_spiluropsis,Eigenmannia_aff_trilineata,Elachocharax_pulcher,Erythrinus_erythrinus,Farlowella_smithi,Geophagus_cf_altifrons,Geophagus_mirabilis,Gymnorhamphichthys_rondoni,Gymnotus_cf_carapo,Hemigrammus_aff_ocellifer,Hemigrammus_cf_geisleri,Hemigrammus_cf_lunatus,Hemigrammus_cf_parana,Hemigrammus_cf_rodwayi,Hemigrammus_microstomus,Hemigrammus_silimoni,Hemigrammus_sp_1,Hemiodus_sp,Hemiodus_sterni,Heros_spurius,Hoplerythrinus_unitaeniatus,Hoplias_cf_malabaricus,Hyphessobrycon_aff_agulha,Hyphessobrycon_peugeoti,Hyphessobrycon_sp_2,Hyphessobrycon_vilmae,Hypostomus_sp_1,Hypostomus_sp_2,Hypostomus_sp_3,Hypostomus_sp_4,Hypostomus_sp_5,Hypostomus_sp_6,Imparfinis_sp_1,Imparfinis_sp_2,Imparfinis_sp_3,Inpaichthys_kerri,Ituglanis_cf_amazonicus,Ituglanis_sp,Jubiaba_cf_apenima,Jupiaba_acanthogaster,Jupiaba_anteroides,Jupiaba_meunieri,Jupiaba_pirana,Knodus_sp_1,Knodus_sp_2,Lasiancistrus_schomburgkii,Leporinus_cf_britski,Leporinus_cf_santosi,Leporinus_friderici,Leporinus_gomesi,Leporinus_reticulatus,Loricaria_sp,Mastiglanis_cf_asopos,Megalechis_thoracata,Melanocharacidium_cf_auroradiatum,Microglanis_aff_poecilus,Moenkhausia_aff_cotinho,Moenkhausia_cf_collettii,Moenkhausia_cf_pirauba,Moenkhausia_gr_lepidura,Moenkhausia_levidorsa,Moenkhausia_mikia,Moenkhausia_oligolepis,Moenkhausia_pankilopteryx,Myloplus_asterias,Myoglanis_sp,Nannorhamdia_stictonota,Oreochromis_niloticus,Pamphorichthys_cf_scalpidrens,Parauchenipterus_porosus,Parodon_cf_buckleyi,Parotocinclus_aripuanensis,Phenacogaster_retropinnus,Phenacorhamdia_sp,Pimelodella_cf_howesi,Poptella_compressa,Prochilodus_nigricans,Rhamdia_aff_quelen,Rineloricaria_lanceolata,Rineloricaria_sp,Serrapinnus_aff_notomelas,Serrapinnus_cf_microdon,Serrapinnus_cf_micropterus,Spatuloricaria_evansii,Stegophilus_panzeri,Steindachnerina_fasciata,Sternopygus_macrurus,Synbranchus_cf_madeirae,Tatia_cf_aulopygia,Tetragonopterus_argenteus,Tetragonopterus_chalceus,Thayeria_cf_obliqua,Utiaritichthys_longidorsalis
P3216,-10.196428,-59.488555,A01,Fish_Amazonia_MT,158,NA,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,2,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,19,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,4,0,0,0,0
P3217,-10.155108,-59.435033,A02,Fish_Amazonia_MT,158,NA,0,1,0,0,0,0,0,0,0,0,101,117,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3218,-10.162795,-59.440382,A03,Fish_Amazonia_MT,158,NA,0,0,0,0,0,0,0,0,0,0,84,22,0,0,0,0,0,0,1,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,2,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3219,-10.177817,-59.369902,A04,Fish_Amazonia_MT,158,NA,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3220,-10.127209,-59.425693,A05,Fish_Amazonia_MT,158,NA,0,0,0,0,1,0,0,0,1,1,0,7,0,1,0,0,16,0,0,5,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,1,17,0,0,0,0,16,0,0,1,0,1,87,0,0,0,127,88,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,1,3,0,0,0,8,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,113,0,0,35,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,0
P3221,-10.190479,-59.409385,A06,Fish_Amazonia_MT,158,NA,0,8,0,0,0,10,0,0,0,3,0,0,2,0,0,0,67,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
P3222,-10.018266,-59.432227,A07,Fish_Amazonia_MT,158,NA,0,0,2,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3223,-10.046039,-59.456332,A08,Fish_Amazonia_MT,158,NA,0,0,0,0,2,0,0,0,0,0,30,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,12,0,6,0,0,65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3224,-9.900258,-59.191291,A09,Fish_Amazonia_MT,158,NA,0,0,0,0,0,14,0,0,0,0,6,25,0,0,0,0,2,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P3225,-9.913694,-59.118771,A10,Fish_Amazonia_MT,158,NA,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3226,-10.137457,-59.415819,A11,Fish_Amazonia_MT,158,NA,0,1,0,0,0,4,0,0,0,0,7,5,0,0,0,0,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,12,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
P3227,-10.177414,-59.363221,A12,Fish_Amazonia_MT,158,NA,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3228,-10.1342,-59.497221,A13,Fish_Amazonia_MT,158,NA,0,1,0,0,0,0,0,0,0,0,19,8,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,75,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
P3229,-10.11523,-59.524825,A14,Fish_Amazonia_MT,158,NA,0,0,0,0,0,27,0,1,0,0,0,3,0,0,0,0,43,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,6,16,0,0,0,0,0,0,0,0,5,5,2,0,16,0,0,2,0,0,0,0,1,0,1,1,0,1,1,0,0,3
P3230,-10.260656,-59.284917,A15,Fish_Amazonia_MT,158,NA,0,1,0,1,23,0,0,0,0,0,0,0,8,0,1,0,2,0,0,0,0,10,12,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,3,0,0,0,0,0,1,0,0,21,9,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
P3231,-10.333233,-59.366832,A16,Fish_Amazonia_MT,158,NA,0,5,0,0,0,0,2,0,0,0,0,0,13,0,0,0,2,0,1,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,3,7,0,0,8,5,0,0,0,0,0,1,0,0,69,1,0,0,0,0,0,0,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,56,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
P3232,-10.349635,-59.36199,A17,Fish_Amazonia_MT,158,NA,0,1,0,0,0,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,45,3,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
P3233,-10.364575,-59.360614,A18,Fish_Amazonia_MT,158,NA,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,13,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,15,9,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0,0,0,0
P3234,-10.433215,-59.361349,A19,Fish_Amazonia_MT,158,NA,0,9,0,0,1,0,0,0,0,0,0,0,24,0,0,0,23,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
P3235,-10.780366,-59.226911,A20,Fish_Amazonia_MT,158,NA,0,1,0,1,47,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,7,0,0,0,0,0,1,3,0,5,3,0,0,0,0,0,0,41,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0
P3236,-10.75534,-59.258222,A21,Fish_Amazonia_MT,158,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P3237,-11.449072,-59.072198,A22,Fish_Amazonia_MT,158,NA,0,2,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,56,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,23,0,0,0,0,0,0,0,0,0,0,0
P3238,-11.458547,-59.053786,A23,Fish_Amazonia_MT,158,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
P3239,-11.460389,-59.037241,A24,Fish_Amazonia_MT,158,NA,0,1,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
P3240,-11.463599,-59.031922,A25,Fish_Amazonia_MT,158,NA,0,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,10,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
P3241,-11.508836,-59.083063,A26,Fish_Amazonia_MT,158,NA,0,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,23,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,8,0,0,0,1
P3242,-11.447033,-59.146873,A27,Fish_Amazonia_MT,158,NA,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
P3243,-11.535197,-59.194033,A28,Fish_Amazonia_MT,158,NA,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,5,0,0,0,0,2,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,30,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,6
P3244,-11.516733,-59.203613,A29,Fish_Amazonia_MT,158,NA,0,0,0,0,0,0,71,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,2,0,0,0,0,0,0,0
P3245,-11.467404,-59.124734,A30,Fish_Amazonia_MT,158,NA,0,10,0,0,0,32,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,35,5,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,2,0,16,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
P3246,-11.530351,-58.825896,J01,Fish_Amazonia_MT,158,NA,1,0,0,0,35,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
P3247,-11.512006,-58.847949,J02,Fish_Amazonia_MT,158,NA,0,3,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,4,0,0,0,0,0,12,0,1,0,0,0,12,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,76,0,0,0,63,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,4,1,0,0,0,0,0,0,7,3,0,0,0,0,0,37,0,8,31,0,0,0,0,0,0,0,0,0,0
P3248,-11.487667,-58.809802,J03,Fish_Amazonia_MT,158,NA,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,5,0,1,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,7,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,2,12,0,0,0,0,0,0,0,0,0,0
P3249,-11.535163,-58.717219,J04,Fish_Amazonia_MT,158,NA,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,0,0,0,0,30,0,1,0,0,0,153,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,123,0,0,0,3,0,0,0,1,9,0,0,2,0,0,0,2,0,0,0,0,3,0,1,0,0,225,0,0,0,2,0,0,0,0,0,0,4,0,0,0,8,0,0,4,6,3,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,18,0,0,0,0,1,0,1,0,0,0,0,0,0
P3250,-11.358202,-58.763725,J05,Fish_Amazonia_MT,158,NA,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,63,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,13,1,0,0,0,0,0,0,0,0,55,0,2,0,524,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,55,107,0,0,3,0,0,0,0,1,0,0
P3251,-11.369682,-58.771308,J06,Fish_Amazonia_MT,158,NA,1,2,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,0,1,0,0,0,73,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,55,0,0,0,227,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20,1,0,0,0,0,0,7,0,31,19,0,0,0,0,0,0,0,0,0,0
