ID_Point,Latitude,Longitude,Name,Description,Icon,%Deforestation,Acanthodoras_cataphractus,Acestrorhynchus_falcatus,Aequidens_tetramerus,Amazonspinther_dalmata,Ancistrus_lithurgicus,Anostomus_ternetzi,Apistogramma_cf_resticulosa,Apteronotus_albifrons,Astyanax_cf_bimaculatus,Astyanax_maculisquamis,Astyanax_cf_maximus,Bario_steindachneri,Batrochoglanis_cf_raninus,Batrochoglanis_villosus,Brachychalcinus_copei,Brachyhypopomus_sp1,Brachyhypopomus_sp2,Brachyhypopomus_sp3,Bryconops_caudomaculatus,Bryconella_pallidifrons,Bryconops_piracolina,Carnegiella_strigata,Centromochlus_cf_perugiae,Cetopsorhamdia_sp1,Cetopsorhamdia_sp2,Cetopsorhamdia_sp3,Characidium_aff_gomesi,Characidium_sp,Characidium_aff_ zebra,Cheirodon_troemneri ,Cichlasoma_amazonarum,Corydoras_acutus,Corydoras_aff_ambiacus,Corydoras_cf_bondi,Corydoras_cf_bondi,Corydoras_cf_melanistius,Corydoras_stenocephalus,Corydoras_aff_ambiacus,Crenicichla_johanna,Creagrutus_petilus,Crenicichla_santosi,Curimatopsis_macrolepis,Cyphocharax_plumbeus,Cyphocharax_spiluropsis,Denticetopsis_seducta,Eigenmannia_trilineata,Elachocharax_pulcher,Erythrinus_erythrinus,Farlowella_cf_oxyrryncha,Geophagus_megasema,Gymnotus_aff_arapaima,Gymnotus_carapo,Gymnotus_coropinae,Gymnorhamphichthys_petiti,Helogenes_gouldingi,Hemigrammus_bellotti,Hemigrammus_melanochrous,Hemigrammus_neptunus,Hemigrammus_aff_ocellifer,Hemigrammus_sp,Hemiodus_unimaculatus,Hoplosternum_littorale,Hoplias_malabaricus,Hoplerythrinus_unitaeniatus,Hyphessobrycon_agulha,Hyphessobrycon_bentosi,Hyphessobrycon_bentosi,Hyphessobrycon_aff_heterorhabdus,Hypopygus_lepturus,Hypostomus_pyrineusi,Hypostomus_sp,Imparfinis_cf_hasemani,Imparfinis_stictonotus,Ituglanis_amazonicus,Jupiaba_citrina,Jupiaba_poranga,Jupiaba_zonata,Knodus_heteresthes,Knodus_cf_smithi,Lasiancistrus_schomburgkii,Leporinus_friderici,Loricaria_cataphracta,Megalechis_picta,Melanocharacidium_dispilomma,Melanocharacidium_pectorale,Microschemobrycon_sp,Microglanis_poecilus,Microcharacidium_sp,Microcharacidium_aff_weitzmani,Miuroglanis_platycephalus,Moenkhausia_cf_bonita,Moenkhausia_collettii,Moenkhausia_cotinho,Moenkhausia_aff_gracilima,Moenkhausia_grandisquamis,Moenkhausia_mikia ,Moenkhausia_oligolepis,Moenkhausia_pankilopteryx,Myleus_sp,Nannostomus_trifasciatus,Odontostilbe_fugitiva,Otocinclus_hoppei,Parotocinclus_aff_aripuanensis,Parodon_nasus,Parauchenipterus_porosus,Paracanthopoma_sp,Phenacorhamdia_cf_boliviana,Phenacogaster_retropinnus,Phenacorhamdia_sp,Pimelodella_cf_howesi ,Pimelodella_sp,Platyurosternarchus_macrostomus,Potamorrhaphis_guianensis,Prochilodus_nigricans,Pseudobunocephalus_amazonicus,Pyrrhulina_cf_australis,Pyrrhulina_cf_brevis,Pyrrhulina_cf_zigzag,Rhamdia_quelen,Rineloricaria_heteroptera,Rineloricaria_sp,Rivulus_sp,Satanoperca_jurupari ,Serrapinnus_microdon,Serrapinus_aff_notomelas,Serrasalmus_rhombeus,Spatuloricaria_evansii,Aphanotorulus_emarginatus,Steindachnerina_cf_dobula,Steindachnerina_fasciata,Steindachnerina_guentheri,Sternopygus_macrurus,Tatia_aulopygia,Tetragonopterus_argenteus,Tilapia_rendalli,Triportheus_angulatus,Tyttocharax_madeirae,Potamotrygon_orbignyi,Synbranchus_marmoratus
P0223,-9.824012,-62.503161,RO21,Fish_Amazonia_RO,170,99.38650307,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0224,-10.070437,-61.969149,RO22,Fish_Amazonia_RO,170,16.63778163,0,0,0,0,0,0,41,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,225,0,5,14,0,0,2,0,15,0,28,0,6,0,0,0,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0225,-10.143039,-61.908798,RO23,Fish_Amazonia_RO,170,11.04651163,0,0,5,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,55,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,40,0,5,0,0,0,15,0,0,0,98,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,73,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0226,-9.536044,-61.654218,RO24,Fish_Amazonia_RO,170,0,0,0,1,0,0,0,136,0,0,0,2,0,0,0,0,0,2,4,1,39,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0,0,0,0,1,0,0,0,0,4,38,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,27,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0227,-9.543508,-61.648185,RO25,Fish_Amazonia_RO,170,0,0,0,1,0,0,0,32,0,0,0,0,1,5,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,276,0,0,0,10,0,0,18,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0228,-9.541974,-61.644338,RO26,Fish_Amazonia_RO,170,0,1,0,4,0,0,0,17,0,0,0,0,0,5,0,0,0,4,2,0,7,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,19,65,0,0,0,4,0,0,0,0,4,0,402,0,0,0,23,0,0,27,0,20,0,1,0,0,0,0,0,0,8,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0229,-9.548349,-61.62838,RO27,Fish_Amazonia_RO,170,0,1,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,3,0,9,8,0,0,0,0,0,8,1,20,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0230,-9.556933,-61.610891,RO28,Fish_Amazonia_RO,170,0,0,1,3,0,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0,125,0,13,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,1,0,0,0,0,10,4,0,50,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,36,1,0,0,29,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0231,-9.572345,-61.613953,RO29,Fish_Amazonia_RO,170,0,0,0,1,0,0,0,62,0,0,0,0,0,0,0,0,0,1,2,0,22,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,2,0,0,0,0,7,9,0,84,69,0,2,0,0,1,0,0,90,0,0,0,4,0,0,0,2,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,17,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0232,-9.578593,-61.607196,RO30,Fish_Amazonia_RO,170,0,16,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,0,0,0,5,1,0,0,9,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
P0233,-9.594976,-61.604669,RO31,Fish_Amazonia_RO,170,0.029226947,1,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,2,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,22,0,0,0,0,0,1,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0234,-9.667455,-62.162111,RO32,Fish_Amazonia_RO,170,60.50420168,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,6,0,0,5,0,0,0,15,0,2,0,13,0,0,0,0,0,0,0,0,51,0,8,28,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,59,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0
P0235,-9.104104,-62.098563,RO33,Fish_Amazonia_RO,170,4.761904769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
P0236,-9.121469,-62.124572,RO34,Fish_Amazonia_RO,170,66.33986928,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0237,-9.122196,-62.125936,RO35,Fish_Amazonia_RO,170,52.81385282,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0238,-9.514516,-61.965242,RO36,Fish_Amazonia_RO,170,66.8797954,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,8,0,31,1,0,0,10,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
P0239,-9.555193,-61.929095,RO37,Fish_Amazonia_RO,170,90.01490313,0,0,0,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,4,1,0,0,0,0,0,0,0,13,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,51,7,15,1,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,2,0,0,8,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,2
P0240,-9.554289,-62.174943,RO38,Fish_Amazonia_RO,170,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,6,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,3,0,0,0,0,0,13,3,1,0,1,0,0,16,0,0,0,0,0,72,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,12,0,2,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
P0241,-9.522424,-62.147023,RO39,Fish_Amazonia_RO,170,4.477611958,0,0,0,0,7,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,0,1,0,0,0,0,17,2,0,0,1,1,1,0,3,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0242,-10.25767,-62.653516,RO40,Fish_Amazonia_RO,170,90.95890411,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0243,-10.303198,-62.644544,RO41,Fish_Amazonia_RO,170,67.38317757,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,119,0,0,0,0,3,0,2,0,0,0,0,0,0,0
P0244,-10.456544,-62.709182,RO42,Fish_Amazonia_RO,170,97.265625,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0245,-9.759255,-62.116894,RO43,Fish_Amazonia_RO,170,2.985074636,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,1,0,0,0,0,1,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,14,0,1,0,0,0,0,14,0,0,0,0,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0246,-9.750025,-62.099377,RO44,Fish_Amazonia_RO,170,14.89361704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0247,-9.742973,-62.052807,RO45,Fish_Amazonia_RO,170,12.82051281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0248,-9.806537,-62.147994,RO46,Fish_Amazonia_RO,170,60.76923077,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
P0249,-11.015145,-61.604061,RO47,Fish_Amazonia_RO,170,83.66013072,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
P0250,-11.002822,-61.83608,RO48,Fish_Amazonia_RO,170,97.98994975,0,0,2,0,8,0,0,0,0,0,0,0,0,2,2,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,11,0,0,0,136,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,235,0,0,0,0,0,0,4,0,0,0,0,0,0,1
P0251,-11.364181,-62.055366,RO49,Fish_Amazonia_RO,170,49.48096887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,8,4,0,0,1,1,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
P0252,-11.337173,-61.817668,RO50,Fish_Amazonia_RO,170,90.0990099,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,121,2,0,0,0,7,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,128,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
P0253,-11.366392,-61.664136,RO51,Fish_Amazonia_RO,170,63.96396397,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
P0254,-11.015002,-61.992865,RO52,Fish_Amazonia_RO,170,88.76404494,0,1,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,15,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,107,67,0,0,0,0,1,0,8,0,0,0,0,0,0,0
P0255,-11.057503,-61.979465,RO53,Fish_Amazonia_RO,170,83.125,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,231,5,0,0,0,0,4,0,0,0,0,0,0,0,1,0
P0256,-11.092017,-61.977586,RO54,Fish_Amazonia_RO,170,89.44687045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,6,17,0,0,0,1,0,0,0,123,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0
P0257,-11.339798,-62.184624,RO55,Fish_Amazonia_RO,170,80.09478673,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,4,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0258,-11.390083,-62.213508,RO56,Fish_Amazonia_RO,170,85.61643835,0,0,5,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,19,0,0,1,0,0,5,0,0,0,0,0,54,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,201,1742,0,0,0,0,1,0,2,0,0,0,0,0,0,2
P0259,-11.429714,-61.534543,RO57,Fish_Amazonia_RO,170,92.19367589,0,0,0,0,0,0,0,0,8,0,0,0,0,2,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,146,2,0,0,0,0,7,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,44,17,0,0,0,5,6,0,0,0,0,0,0,1,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,158,48,0,0,0,0,5,0,7,0,0,0,0,0,0,0
P0260,-11.519046,-61.678181,RO58,Fish_Amazonia_RO,170,58.39694656,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,6,4,0,0,0,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
